Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:46:47 PM
Exported by: paberbuj

Start: (-29.79, -9.98, 0.00)
End:   (30.24, -9.98, -0.23)

	40x40	20x20	10x10	Total
-28.079204	8.555284	0.000000	0.000000	8.555284
-28.054198	8.590595	0.000000	0.000000	8.590595
-28.029193	8.625907	0.000000	0.000000	8.625907
-28.004187	8.661218	0.000000	0.000000	8.661218
-27.979182	8.696529	0.000000	0.000000	8.696529
-27.954176	8.731840	0.000000	0.000000	8.731840
-27.929171	8.767152	0.000000	0.000000	8.767152
-27.904166	8.802463	0.000000	0.000000	8.802463
-27.879160	8.837774	0.000000	0.000000	8.837774
-27.854155	8.873671	0.000000	0.000000	8.873671
-27.829149	8.910973	0.000000	0.000000	8.910973
-27.804144	8.948274	0.000000	0.000000	8.948274
-27.779138	8.985576	0.000000	0.000000	8.985576
-27.754133	9.022878	0.000000	0.000000	9.022878
-27.729128	9.060180	0.000000	0.000000	9.060180
-27.704122	9.097482	0.000000	0.000000	9.097482
-27.679117	9.134783	0.000000	0.000000	9.134783
-27.654111	9.172085	0.000000	0.000000	9.172085
-27.629106	9.209387	0.000000	0.000000	9.209387
-27.604100	9.247192	0.000000	0.000000	9.247192
-27.579095	9.286195	0.000000	0.000000	9.286195
-27.554090	9.325197	0.000000	0.000000	9.325197
-27.529084	9.364200	0.000000	0.000000	9.364200
-27.504079	9.403202	0.000000	0.000000	9.403202
-27.479073	9.442205	0.000000	0.000000	9.442205
-27.454068	9.481209	0.000000	0.000000	9.481209
-27.429062	9.520212	0.000000	0.000000	9.520212
-27.404057	9.559216	0.000000	0.000000	9.559216
-27.379052	9.598220	0.000000	0.000000	9.598220
-27.354046	9.637468	0.000000	0.000000	9.637468
-27.329041	9.677289	0.000000	0.000000	9.677289
-27.304035	9.717111	0.000000	0.000000	9.717111
-27.279030	9.756933	0.000000	0.000000	9.756933
-27.254024	9.796756	0.000000	0.000000	9.796756
-27.229019	9.836580	0.000000	0.000000	9.836580
-27.204013	9.876403	0.000000	0.000000	9.876403
-27.179008	9.916228	0.000000	0.000000	9.916228
-27.154003	9.956053	0.000000	0.000000	9.956053
-27.128997	9.995878	0.000000	0.000000	9.995878
-27.103992	10.036670	0.034884	0.000000	10.071554
-27.078986	10.079712	0.151011	0.000000	10.230723
-27.053981	10.122753	0.267139	0.000000	10.389892
-27.028975	10.165794	0.383266	0.000000	10.549060
-27.003970	10.208834	0.499393	0.000000	10.708227
-26.978965	10.251873	0.615521	0.000000	10.867394
-26.953959	10.294912	0.731648	0.000000	11.026560
-26.928954	10.337950	0.847775	0.000000	11.185726
-26.903948	10.380988	0.963903	0.000000	11.344891
-26.878943	10.424025	1.080030	0.000000	11.504055
-26.853937	10.467884	1.162081	0.000000	11.629965
-26.828932	10.513638	1.165556	0.000000	11.679194
-26.803927	10.559393	1.169030	0.000000	11.728423
-26.778921	10.605148	1.172505	0.000000	11.777653
-26.753916	10.650902	1.175980	0.000000	11.826882
-26.728910	10.696657	1.179455	0.000000	11.876111
-26.703905	10.742411	1.182930	0.000000	11.925341
-26.678899	10.788166	1.186404	0.000000	11.974570
-26.653894	10.833921	1.189879	0.000000	12.023800
-26.628889	10.879675	1.193354	0.000000	12.073029
-26.603883	10.925960	1.197135	0.000000	12.123095
-26.578878	10.973454	1.201616	0.000000	12.175070
-26.553872	11.020949	1.206097	0.000000	12.227046
-26.528867	11.068445	1.210578	0.000000	12.279023
-26.503861	11.115941	1.215059	0.000000	12.331000
-26.478856	11.163438	1.219540	0.000000	12.382978
-26.453851	11.210935	1.224021	0.000000	12.434956
-26.428845	11.258434	1.228502	0.000000	12.486935
-26.403840	11.305932	1.232983	0.000000	12.538915
-26.378834	11.353431	1.237464	0.000000	12.590895
-26.353829	11.401713	1.242116	0.000000	12.643830
-26.328823	11.451763	1.247157	0.000000	12.698921
-26.303818	11.501813	1.252199	0.000000	12.754012
-26.278813	11.551864	1.257240	0.000000	12.809103
-26.253807	11.601914	1.262281	0.000000	12.864195
-26.228802	11.651965	1.267322	0.000000	12.919287
-26.203796	11.702016	1.272363	0.000000	12.974378
-26.178791	11.752066	1.277404	0.000000	13.029470
-26.153785	11.802118	1.282445	0.000000	13.084562
-26.128780	11.852169	1.287486	0.000000	13.139655
-26.103774	11.903633	1.292527	0.000000	13.196160
-26.078769	11.958260	1.297568	0.000000	13.255828
-26.053764	12.012886	1.302609	0.000000	13.315495
-26.028758	12.067511	1.307650	0.000000	13.375161
-26.003753	12.122135	1.312691	0.000000	13.434826
-25.978747	12.176757	1.317732	0.000000	13.494490
-25.953742	12.231379	1.322773	0.000000	13.554153
-25.928736	12.286000	1.327814	0.000000	13.613814
-25.903731	12.340619	1.332856	0.000000	13.673475
-25.878726	12.395238	1.337897	0.000000	13.733135
-25.853720	12.451506	1.343112	0.000000	13.794617
-25.828715	12.511431	1.348713	0.000000	13.860143
-25.803709	12.571356	1.354314	0.000000	13.925670
-25.778704	12.631282	1.359915	0.000000	13.991197
-25.753698	12.691208	1.365516	0.000000	14.056725
-25.728693	12.751135	1.371118	0.000000	14.122253
-25.703688	12.811063	1.376719	0.000000	14.187782
-25.678682	12.870991	1.382320	0.000000	14.253311
-25.653677	12.930920	1.387921	0.000000	14.318841
-25.628671	12.990849	1.393522	0.000000	14.384371
-25.603666	13.053675	1.399051	0.000000	14.452725
-25.578660	13.122857	1.404419	0.000000	14.527275
-25.553655	13.192038	1.409787	0.000000	14.601825
-25.528650	13.261219	1.415155	0.000000	14.676374
-25.503644	13.330399	1.420523	0.000000	14.750922
-25.478639	13.399579	1.425891	0.000000	14.825470
-25.453633	13.468758	1.431260	0.000000	14.900017
-25.428628	13.537936	1.436628	0.000000	14.974564
-25.403622	13.607114	1.441996	0.000000	15.049110
-25.378617	13.676291	1.447364	0.000000	15.123655
-25.353612	13.750722	1.452699	0.000000	15.203421
