Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:43:50 PM
Exported by: paberbuj

Start: (-29.79, -20.00, -29.57)
End:   (30.02, -20.00, 29.79)

	Campo 1
-39.897531	2.335074
-39.872525	2.344901
-39.847520	2.354755
-39.822514	2.364634
-39.797509	2.374541
-39.772504	2.384617
-39.747498	2.394767
-39.722493	2.404990
-39.697487	2.415287
-39.672482	2.425658
-39.647477	2.436103
-39.622471	2.446621
-39.597466	2.457214
-39.572460	2.467880
-39.547455	2.478508
-39.522450	2.489096
-39.497444	2.499661
-39.472439	2.510201
-39.447433	2.520718
-39.422428	2.530506
-39.397423	2.540309
-39.372417	2.550185
-39.347412	2.560133
-39.322406	2.570155
-39.297401	2.580249
-39.272396	2.590416
-39.247390	2.600656
-39.222385	2.610969
-39.197379	2.621384
-39.172374	2.631872
-39.147368	2.642409
-39.122363	2.652996
-39.097358	2.663633
-39.072352	2.675095
-39.047347	2.686707
-39.022341	2.698320
-38.997336	2.709934
-38.972331	2.721549
-38.947325	2.733165
-38.922320	2.744782
-38.897314	2.756400
-38.872309	2.768020
-38.847304	2.779746
-38.822298	2.791645
-38.797293	2.803593
-38.772287	2.815590
-38.747282	2.827636
-38.722277	2.839839
-38.697271	2.852060
-38.672266	2.864256
-38.647260	2.876424
-38.622255	2.888567
-38.597249	2.900684
-38.572244	2.912774
-38.547239	2.924838
-38.522233	2.936876
-38.497228	2.948864
-38.472222	2.960786
-38.447217	2.972733
-38.422212	2.984707
-38.397206	2.996707
-38.372201	3.008233
-38.347195	3.019578
-38.322190	3.030997
-38.297185	3.042490
-38.272179	3.054057
-38.247174	3.065698
-38.222168	3.077412
-38.197163	3.089200
-38.172158	3.101063
-38.147152	3.113007
-38.122147	3.125141
-38.097141	3.137275
-38.072136	3.149409
-38.047130	3.161543
-38.022125	3.174098
-37.997120	3.186952
-37.972114	3.199805
-37.947109	3.212659
-37.922103	3.225513
-37.897098	3.238367
-37.872093	3.251220
-37.847087	3.264074
-37.822082	3.276928
-37.797076	3.289782
-37.772071	3.302857
-37.747066	3.316016
-37.722060	3.329224
-37.697055	3.342481
-37.672049	3.355603
-37.647044	3.368589
-37.622039	3.381625
-37.597033	3.394712
-37.572028	3.407848
-37.547022	3.421034
-37.522017	3.434270
-37.497012	3.447557
-37.472006	3.460893
-37.447001	3.474279
-37.421995	3.487719
-37.396990	3.501209
-37.371984	3.514749
-37.346979	3.528339
-37.321974	3.542106
-37.296968	3.556087
-37.271963	3.570091
-37.246957	3.584118
-37.221952	3.598169
-37.196947	3.612243
-37.171941	3.626340
-37.146936	3.640461
-37.121930	3.654604
-37.096925	3.668772
-37.071920	3.682905
-37.046914	3.696980
-37.021909	3.711055
-36.996903	3.725131
-36.971898	3.739418
-36.946893	3.754174
-36.921887	3.768980
-36.896882	3.783835
-36.871876	3.798740
-36.846871	3.813694
-36.821865	3.828698
-36.796860	3.843751
-36.771855	3.858854
-36.746849	3.874006
-36.721844	3.889294
-36.696838	3.904868
-36.671833	3.920515
-36.646828	3.936236
-36.621822	3.952001
-36.596817	3.967717
-36.571811	3.983457
-36.546806	3.999220
-36.521801	4.015006
-36.496795	4.030816
-36.471790	4.046649
-36.446784	4.062505
-36.421779	4.078385
-36.396774	4.094288
-36.371768	4.110226
-36.346763	4.126327
-36.321757	4.142477
-36.296752	4.158678
-36.271746	4.174835
-36.246741	4.190503
-36.221736	4.206171
-36.196730	4.221838
-36.171725	4.237505
-36.146719	4.253171
-36.121714	4.268837
-36.096709	4.284502
-36.071703	4.300166
-36.046698	4.315831
-36.021692	4.331495
-35.996687	4.347256
-35.971682	4.363077
-35.946676	4.378948
-35.921671	4.394948
-35.896665	4.412083
-35.871660	4.429317
-35.846655	4.446651
-35.821649	4.464084
-35.796644	4.481617
-35.771638	4.499250
-35.746633	4.516982
-35.721628	4.534814
-35.696622	4.552745
-35.671617	4.570776
-35.646611	4.588922
-35.621606	4.607152
-35.596600	4.625456
-35.571595	4.643834
-35.546590	4.660853
-35.521584	4.677825
-35.496579	4.694773
-35.471573	4.711697
-35.446568	4.728598
-35.421563	4.745474
-35.396557	4.762327
-35.371552	4.779156
-35.346546	4.795961
-35.321541	4.812743
-35.296536	4.829740
-35.271530	4.847057
-35.246525	4.864498
-35.221519	4.882063
-35.196514	4.901823
-35.171509	4.921872
-35.146503	4.941970
-35.121498	4.962118
-35.096492	4.982315
-35.071487	5.002562
-35.046481	5.022858
-35.021476	5.043204
-34.996471	5.063599
-34.971465	5.084044
-34.946460	5.104637
-34.921454	5.125511
-34.896449	5.146458
-34.871444	5.167478
-34.846438	5.188669
-34.821433	5.209935
-34.796427	5.231249
-34.771422	5.252612
-34.746417	5.274025
-34.721411	5.295486
-34.696406	5.316997
-34.671400	5.338556
-34.646395	5.360165
-34.621390	5.381822
-34.596384	5.403512
-34.571379	5.425117
-34.546373	5.446746
-34.521368	5.468399
-34.496362	5.488899
-34.471357	5.509047
-34.446352	5.529297
-34.421346	5.549648
-34.396341	5.570102
-34.371335	5.590657
-34.346330	5.611315
-34.321325	5.632074
-34.296319	5.652935
-34.271314	5.673898
-34.246308	5.694963
-34.221303	5.716583
-34.196298	5.738360
-34.171292	5.760261
-34.146287	5.783153
-34.121281	5.806554
-34.096276	5.829955
-34.071271	5.853355
-34.046265	5.876755
-34.021260	5.900154
-33.996254	5.923552
-33.971249	5.946950
-33.946244	5.970348
-33.921238	5.993745
-33.896233	6.017141
-33.871227	6.040921
-33.846222	6.064968
-33.821216	6.089164
-33.796211	6.113968
-33.771206	6.139193
-33.746200	6.164441
-33.721195	6.189713
-33.696189	6.215008
-33.671184	6.240328
-33.646179	6.265672
-33.621173	6.291039
-33.596168	6.316430
-33.571162	6.341845
-33.546157	6.367284
-33.521152	6.392450
-33.496146	6.417410
-33.471141	6.442420
-33.446135	6.466814
-33.421130	6.490574
-33.396125	6.514483
-33.371119	6.538541
-33.346114	6.562748
-33.321108	6.587104
-33.296103	6.611610
-33.271097	6.636264
-33.246092	6.661067
-33.221087	6.686020
-33.196081	6.711121
-33.171076	6.736457
-33.146070	6.762065
-33.121065	6.787773
-33.096060	6.813506
-33.071054	6.839200
-33.046049	6.864968
-33.021043	6.890810
-32.996038	6.916726
-32.971033	6.942715
-32.946027	6.968778
-32.921022	6.994915
-32.896016	7.021126
-32.871011	7.047411
-32.846006	7.073770
-32.821000	7.100242
-32.795995	7.127042
-32.770989	7.153992
-32.745984	7.181309
-32.720978	7.209307
-32.695973	7.237479
-32.670968	7.265827
-32.645962	7.294349
-32.620957	7.323046
-32.595951	7.351917
-32.570946	7.380964
-32.545941	7.410185
-32.520935	7.439581
-32.495930	7.469151
-32.470924	7.498896
-32.445919	7.528882
-32.420914	7.558970
-32.395908	7.588969
-32.370903	7.618421
-32.345897	7.648073
-32.320892	7.677924
-32.295887	7.707974
-32.270881	7.738225
-32.245876	7.768675
-32.220870	7.799324
-32.195865	7.830173
-32.170860	7.861221
-32.145854	7.892469
-32.120849	7.923917
-32.095843	7.955725
-32.070838	7.987735
-32.045832	8.020122
-32.020827	8.054280
-31.995822	8.088639
-31.970816	8.123200
-31.945811	8.157962
-31.920805	8.192926
-31.895800	8.228091
-31.870795	8.263457
-31.845789	8.299025
-31.820784	8.334795
-31.795778	8.370766
-31.770773	8.406938
-31.745768	8.443584
-31.720762	8.480667
-31.695757	8.518052
-31.670751	8.557129
-31.645746	8.596709
-31.620741	8.636792
-31.595735	8.677378
-31.570730	8.718467
-31.545724	8.760059
-31.520719	8.802154
-31.495713	8.844752
-31.470708	8.887852
-31.445703	8.931456
-31.420697	8.975563
-31.395692	9.020829
-31.370686	9.067696
-31.345681	9.115144
-31.320676	9.170060
-31.295670	9.227489
-31.270665	9.287136
-31.245659	9.349001
-31.220654	9.413082
-31.195649	9.479382
-31.170643	9.547898
-31.145638	9.618633
-31.120632	9.691584
-31.095627	9.766753
-31.070622	9.844140
-31.045616	9.925322
-31.020611	10.015878
-30.995605	10.109551
-30.970600	10.213372
-30.945594	10.320949
-30.920589	10.431181
-30.895584	10.544069
-30.870578	10.659613
-30.845573	10.777813
-30.820567	10.898668
-30.795562	11.022179
-30.770557	11.148345
-30.745551	11.277167
-30.720546	11.408645
-30.695540	11.542779
-30.670535	11.686396
-30.645530	11.831937
-30.620524	11.980373
-30.595519	12.129793
-30.570513	12.279781
-30.545508	12.430336
-30.520503	12.581457
-30.495497	12.733146
-30.470492	12.885401
-30.445486	13.038223
-30.420481	13.191612
-30.395476	13.345568
-30.370470	13.500091
-30.345465	13.655181
-30.320459	13.808192
-30.295454	13.960799
-30.270448	14.110358
-30.245443	14.258445
-30.220438	14.406430
-30.195432	14.554314
-30.170427	14.702095
-30.145421	14.849775
-30.120416	14.997352
-30.095411	15.144828
-30.070405	15.292202
-30.045400	15.439474
-30.020394	15.586645
-29.995389	15.733713
-29.970384	15.878487
-29.945378	16.021904
-29.920373	16.163226
-29.895367	16.303328
-29.870362	16.443606
-29.845357	16.584058
-29.820351	16.724685
-29.795346	16.865487
-29.770340	17.006464
-29.745335	17.147615
-29.720329	17.288941
-29.695324	17.430442
-29.670319	17.572117
-29.645313	17.713967
-29.620308	17.855186
-29.595302	17.995451
-29.570297	18.134796
-29.545292	18.273263
-29.520286	18.411804
-29.495281	18.550419
-29.470275	18.689106
-29.445270	18.827867
-29.420265	18.966701
-29.395259	19.105609
-29.370254	19.244590
-29.345248	19.383644
-29.320243	19.522772
-29.295238	19.661972
-29.270232	19.800728
-29.245227	19.937816
-29.220221	20.074136
-29.195216	20.209749
-29.170210	20.345885
-29.145205	20.482545
-29.120200	20.619729
-29.095194	20.757437
-29.070189	20.895669
-29.045183	21.034424
-29.020178	21.173704
-28.995173	21.313507
-28.970167	21.453834
-28.945162	21.594686
-28.920156	21.736101
-28.895151	21.879203
-28.870146	22.023385
-28.845140	22.169516
-28.820135	22.316998
-28.795129	22.465829
-28.770124	22.616011
-28.745119	22.767542
-28.720113	22.920424
-28.695108	23.074656
-28.670102	23.230239
-28.645097	23.387171
-28.620092	23.545453
-28.595086	23.705086
-28.570081	23.866069
-28.545075	24.040252
-28.520070	24.223338
-28.495064	24.422248
-28.470059	24.626057
-28.445054	24.834763
-28.420048	25.048367
-28.395043	25.266870
-28.370037	25.490271
-28.345032	25.718570
-28.320027	25.951766
-28.295021	26.189861
-28.270016	26.432854
-28.245010	26.680746
-28.220005	26.933535
-28.195000	27.224962
-28.169994	27.552447
-28.144989	27.937052
-28.119983	28.334330
-28.094978	28.744279
-28.069973	29.166900
-28.044967	29.602193
-28.019962	30.050158
-27.994956	30.510795
-27.969951	30.984104
-27.944945	31.470084
-27.919940	31.968737
-27.894935	32.480061
-27.869929	33.004057
-27.844924	33.591670
-27.819918	34.266991
-27.794913	35.065843
-27.769908	35.884502
-27.744902	36.722967
-27.719897	37.581239
-27.694891	38.459316
-27.669886	39.357200
-27.644881	40.274890
-27.619875	41.212386
-27.594870	42.169688
-27.569864	43.146796
-27.544859	44.143711
-27.519854	45.160432
-27.494848	46.225212
-27.469843	47.388242
-27.444837	48.674515
-27.419832	49.969244
-27.394826	51.272430
-27.369821	52.584071
-27.344816	53.904169
-27.319810	55.232722
-27.294805	56.569732
-27.269799	57.915198
-27.244794	59.269120
-27.219789	60.631498
-27.194783	62.002332
-27.169778	63.381623
-27.144772	64.767561
-27.119767	66.131905
-27.094762	67.446685
-27.069756	68.743858
-27.044751	70.026834
-27.019745	71.295612
-26.994740	72.550193
-26.969735	73.790576
-26.944729	75.016762
-26.919724	76.228750
-26.894718	77.426541
-26.869713	78.610134
-26.844708	79.779530
-26.819702	80.934728
-26.794697	82.075729
-26.769691	83.072686
-26.744686	83.898318
-26.719680	84.677367
-26.694675	85.435466
-26.669670	86.172614
-26.644664	86.888812
-26.619659	87.584060
-26.594653	88.258357
-26.569648	88.911704
-26.544643	89.544100
-26.519637	90.155546
-26.494632	90.746042
-26.469626	91.315587
-26.444621	91.864182
-26.419616	92.314049
-26.394610	92.635200
-26.369605	92.922240
-26.344599	93.201284
-26.319594	93.472332
-26.294589	93.735383
-26.269583	93.990438
-26.244578	94.237496
-26.219572	94.476558
-26.194567	94.707624
-26.169561	94.930693
-26.144556	95.145766
-26.119551	95.352842
-26.094545	95.551922
-26.069540	95.729961
-26.044534	95.874932
-26.019529	96.010397
-25.994524	96.144178
-25.969518	96.276273
-25.944513	96.406683
-25.919507	96.535408
-25.894502	96.662448
-25.869497	96.787803
-25.844491	96.911472
-25.819486	97.033457
-25.794480	97.153757
-25.769475	97.272371
-25.744470	97.389301
-25.719464	97.501847
-25.694459	97.601876
-25.669453	97.697593
-25.644448	97.792592
-25.619442	97.886873
-25.594437	97.980436
-25.569432	98.073281
-25.544426	98.165409
-25.519421	98.256819
-25.494415	98.347511
-25.469410	98.437485
-25.444405	98.526742
-25.419399	98.615280
-25.394394	98.703101
-25.369388	98.789772
-25.344383	98.870327
-25.319378	98.948583
-25.294372	99.026494
-25.269367	99.104060
-25.244361	99.181280
-25.219356	99.258156
-25.194351	99.334686
-25.169345	99.410870
-25.144340	99.486710
-25.119334	99.562204
-25.094329	99.637354
-25.069324	99.712157
-25.044318	99.786616
-25.019313	99.860729
-24.994307	99.933707
-24.969302	100.005546
-24.944296	100.077212
-24.919291	100.148705
-24.894286	100.220024
-24.869280	100.291169
-24.844275	100.362141
-24.819269	100.432940
-24.794264	100.503565
-24.769259	100.574017
-24.744253	100.644296
-24.719248	100.714401
-24.694242	100.784333
-24.669237	100.854091
-24.644232	100.923604
-24.619226	100.993033
-24.594221	101.062312
-24.569215	101.131442
-24.544210	101.200423
-24.519205	101.269255
-24.494199	101.337938
-24.469194	101.406472
-24.444188	101.474857
-24.419183	101.543093
-24.394177	101.611180
-24.369172	101.679117
-24.344167	101.746906
-24.319161	101.814546
-24.294156	101.881738
-24.269150	101.948122
-24.244145	102.014208
-24.219140	102.079996
-24.194134	102.145485
-24.169129	102.210676
-24.144123	102.275569
-24.119118	102.340164
-24.094113	102.404461
-24.069107	102.468460
-24.044102	102.532160
-24.019096	102.595562
-23.994091	102.658666
-23.969086	102.721472
-23.944080	102.783179
-23.919075	102.841992
-23.894069	102.900457
-23.869064	102.958574
-23.844058	103.016345
-23.819053	103.073769
-23.794048	103.130845
-23.769042	103.187574
-23.744037	103.243956
-23.719031	103.299991
-23.694026	103.355679
-23.669021	103.411020
-23.644015	103.466013
-23.619010	103.520660
-23.594004	103.574559
-23.568999	103.624880
-23.543994	103.674950
-23.518988	103.724769
-23.493983	103.774336
-23.468977	103.823651
-23.443972	103.872715
-23.418967	103.921527
-23.393961	103.970088
-23.368956	104.018398
-23.343950	104.066456
-23.318945	104.114263
-23.293940	104.161818
-23.268934	104.209121
-23.243929	104.256174
-23.218923	104.300625
-23.193918	104.344840
-23.168912	104.388909
-23.143907	104.432830
-23.118902	104.476606
-23.093896	104.520234
-23.068891	104.563716
-23.043885	104.607051
-23.018880	104.650239
-22.993875	104.693281
-22.968869	104.736176
-22.943864	104.778924
-22.918858	104.821526
-22.893853	104.863981
-22.868848	104.904660
-22.843842	104.944840
-22.818837	104.984850
-22.793831	105.024690
-22.768826	105.064360
-22.743821	105.103860
-22.718815	105.143190
-22.693810	105.182350
-22.668804	105.221339
-22.643799	105.260159
-22.618793	105.298809
-22.593788	105.337288
-22.568783	105.375598
-22.543777	105.413738
-22.518772	105.449540
-22.493766	105.484058
-22.468761	105.518455
-22.443756	105.552729
-22.418750	105.586881
-22.393745	105.620910
-22.368739	105.654817
-22.343734	105.688602
-22.318729	105.722264
-22.293723	105.755804
-22.268718	105.789222
-22.243712	105.822518
-22.218707	105.855691
-22.193702	105.888741
-22.168696	105.920957
-22.143691	105.952915
-22.118685	105.984821
-22.093680	106.016674
-22.068674	106.048475
-22.043669	106.080224
-22.018664	106.111920
-21.993658	106.143564
-21.968653	106.175155
-21.943647	106.206695
-21.918642	106.238181
-21.893637	106.269615
-21.868631	106.300997
-21.843626	106.332327
-21.818620	106.362836
-21.793615	106.392021
-21.768610	106.421085
-21.743604	106.450028
-21.718599	106.478849
-21.693593	106.507550
-21.668588	106.536130
-21.643583	106.564588
-21.618577	106.592926
-21.593572	106.621143
-21.568566	106.649238
-21.543561	106.677213
-21.518556	106.705066
-21.493550	106.732799
-21.468545	106.759735
-21.443539	106.783840
-21.418534	106.807883
-21.393528	106.831902
-21.368523	106.855898
-21.343518	106.879870
-21.318512	106.903818
-21.293507	106.927742
-21.268501	106.951643
-21.243496	106.975519
-21.218491	106.999372
-21.193485	107.023201
-21.168480	107.047006
-21.143474	107.070787
-21.118469	107.094053
-21.093464	107.116595
-21.068458	107.139076
-21.043453	107.161531
-21.018447	107.183961
-20.993442	107.206365
-20.968437	107.228743
-20.943431	107.251095
-20.918426	107.273422
-20.893420	107.295723
-20.868415	107.317999
-20.843409	107.340248
-20.818404	107.362472
-20.793399	107.384670
-20.768393	107.406371
-20.743388	107.426865
-20.718382	107.447106
-20.693377	107.467371
-20.668372	107.487660
-20.643366	107.507974
-20.618361	107.528312
-20.593355	107.548674
-20.568350	107.569060
-20.543345	107.589471
-20.518339	107.609906
-20.493334	107.630366
-20.468328	107.650850
-20.443323	107.671358
-20.418318	107.691742
-20.393312	107.711336
-20.368307	107.730282
-20.343301	107.749203
-20.318296	107.768099
-20.293290	107.786971
-20.268285	107.805819
-20.243280	107.824642
-20.218274	107.843442
-20.193269	107.862216
-20.168263	107.880967
-20.143258	107.899693
-20.118253	107.918395
-20.093247	107.937072
-20.068242	107.955725
-20.043236	107.974311
-20.018231	107.992633
-19.993226	108.010955
-19.968220	108.029277
-19.943215	108.047600
-19.918209	108.065922
-19.893204	108.084244
-19.868199	108.102566
-19.843193	108.120888
-19.818188	108.139210
-19.793182	108.157532
-19.768177	108.175854
-19.743172	108.194177
-19.718166	108.212429
-19.693161	108.230209
-19.668155	108.247545
-19.643150	108.264956
-19.618144	108.282442
-19.593139	108.300003
-19.568134	108.317640
-19.543128	108.335352
-19.518123	108.353139
-19.493117	108.371001
-19.468112	108.388938
-19.443107	108.406951
-19.418101	108.425039
-19.393096	108.443202
-19.368090	108.461426
-19.343085	108.479372
-19.318080	108.496826
-19.293074	108.514250
-19.268069	108.531771
-19.243063	108.549389
-19.218058	108.567104
-19.193053	108.584917
-19.168047	108.602826
-19.143042	108.620833
-19.118036	108.638937
-19.093031	108.657139
-19.068025	108.675437
-19.043020	108.693833
-19.018015	108.712326
-18.993009	108.730738
-18.968004	108.749590
-18.942998	108.768698
-18.917993	108.787882
-18.892988	108.807142
-18.867982	108.826478
-18.842977	108.845890
-18.817971	108.865379
-18.792966	108.884943
-18.767961	108.904584
-18.742955	108.924302
-18.717950	108.944095
-18.692944	108.963965
-18.667939	108.983911
-18.642934	109.003471
-18.617928	109.022831
-18.592923	109.041964
-18.567917	109.061173
-18.542912	109.080457
-18.517907	109.099817
-18.492901	109.119252
-18.467896	109.138764
-18.442890	109.158351
-18.417885	109.178014
-18.392879	109.197752
-18.367874	109.217567
-18.342869	109.237457
-18.317863	109.257423
-18.292858	109.277052
-18.267852	109.296402
-18.242847	109.315060
-18.217842	109.333818
-18.192836	109.352675
-18.167831	109.371632
-18.142825	109.390689
-18.117820	109.409845
-18.092815	109.429101
-18.067809	109.448456
-18.042804	109.467911
-18.017798	109.487465
-17.992793	109.507119
-17.967788	109.526872
-17.942782	109.545635
-17.917777	109.563870
-17.892771	109.580329
-17.867766	109.596713
-17.842760	109.613022
-17.817755	109.629255
-17.792750	109.645413
-17.767744	109.661496
-17.742739	109.677504
-17.717733	109.693437
-17.692728	109.709294
-17.667723	109.725076
-17.642717	109.740783
-17.617712	109.756415
-17.592706	109.770432
-17.567701	109.783413
-17.542696	109.793985
-17.517690	109.804078
-17.492685	109.814073
-17.467679	109.823968
-17.442674	109.833764
-17.417669	109.843461
-17.392663	109.853060
-17.367658	109.862559
-17.342652	109.871959
-17.317647	109.881260
-17.292641	109.890462
-17.267636	109.899565
-17.242631	109.907904
-17.217625	109.915589
-17.192620	109.923108
-17.167614	109.930490
-17.142609	109.937799
-17.117604	109.945035
-17.092598	109.952198
-17.067593	109.959287
-17.042587	109.966303
-17.017582	109.973245
-16.992577	109.980114
-16.967571	109.986910
-16.942566	109.993633
-16.917560	110.000282
-16.892555	110.006469
-16.867550	110.012095
-16.842544	110.017440
-16.817539	110.022499
-16.792533	110.027534
-16.767528	110.032547
-16.742523	110.037538
-16.717517	110.042505
-16.692512	110.047450
-16.667506	110.052371
-16.642501	110.057270
-16.617495	110.062146
-16.592490	110.067000
-16.567485	110.071830
-16.542479	110.076512
-16.517474	110.080936
-16.492468	110.085129
-16.467463	110.088781
-16.442458	110.092409
-16.417452	110.096014
-16.392447	110.099595
-16.367441	110.103153
-16.342436	110.106688
-16.317431	110.110200
-16.292425	110.113688
-16.267420	110.117152
-16.242414	110.120594
-16.217409	110.124012
-16.192404	110.127391
-16.167398	110.130734
-16.142393	110.134062
-16.117387	110.136981
-16.092382	110.139849
-16.067376	110.142667
-16.042371	110.145435
-16.017366	110.148153
-15.992360	110.150821
-15.967355	110.153439
-15.942349	110.156007
-15.917344	110.158525
-15.892339	110.160994
-15.867333	110.163412
-15.842328	110.165728
-15.817322	110.167815
-15.792317	110.169950
-15.767312	110.173088
-15.742306	110.176292
-15.717301	110.179447
-15.692295	110.182553
-15.667290	110.185609
-15.642285	110.188615
-15.617279	110.191572
-15.592274	110.194479
-15.567268	110.197337
-15.542263	110.200145
-15.517257	110.202903
-15.492252	110.205795
-15.467247	110.210508
-15.442241	110.215297
-15.417236	110.221412
-15.392230	110.228047
-15.367225	110.234658
-15.342220	110.241246
-15.317214	110.247810
-15.292209	110.254352
-15.267203	110.260869
-15.242198	110.267364
-15.217193	110.273835
-15.192187	110.280283
-15.167182	110.286707
-15.142176	110.293116
-15.117171	110.300764
-15.092166	110.308335
-15.067160	110.316254
-15.042155	110.324486
-15.017149	110.332618
-14.992144	110.340651
-14.967139	110.348584
-14.942133	110.356418
-14.917128	110.364152
-14.892122	110.371787
-14.867117	110.379322
-14.842111	110.386757
-14.817106	110.394093
-14.792101	110.401329
-14.767095	110.408328
-14.742090	110.415194
-14.717084	110.421823
-14.692079	110.428085
-14.667074	110.434222
-14.642068	110.440234
-14.617063	110.446120
-14.592057	110.451882
-14.567052	110.457518
-14.542047	110.463029
-14.517041	110.468414
-14.492036	110.473674
-14.467030	110.478810
-14.442025	110.483819
-14.417020	110.488520
-14.392014	110.493106
-14.367009	110.497563
-14.342003	110.501513
-14.316998	110.505312
-14.291992	110.508960
-14.266987	110.512457
-14.241982	110.515803
-14.216976	110.518998
-14.191971	110.522042
-14.166965	110.524936
-14.141960	110.527678
-14.116955	110.530269
-14.091949	110.532710
-14.066944	110.534941
-14.041938	110.537068
-14.016933	110.539119
-13.991928	110.541284
-13.966922	110.543315
-13.941917	110.545193
-13.916911	110.546921
-13.891906	110.548497
-13.866901	110.549921
-13.841895	110.551194
-13.816890	110.552316
-13.791884	110.553286
-13.766879	110.554105
-13.741873	110.554772
-13.716868	110.555134
-13.691863	110.555310
-13.666857	110.555387
-13.641852	110.555242
-13.616846	110.554954
-13.591841	110.554565
-13.566836	110.554077
-13.541830	110.553489
-13.516825	110.552800
-13.491819	110.552012
-13.466814	110.551123
-13.441809	110.550134
-13.416803	110.549046
-13.391798	110.547857
-13.366792	110.547120
-13.341787	110.546768
-13.316782	110.546419
-13.291776	110.546847
-13.266771	110.547920
-13.241765	110.548993
-13.216760	110.550066
-13.191755	110.551138
-13.166749	110.552209
-13.141744	110.553280
-13.116738	110.554351
-13.091733	110.555421
-13.066727	110.556490
-13.041722	110.557559
-13.016717	110.559604
-12.991711	110.562733
-12.966706	110.565962
-12.941700	110.569987
-12.916695	110.575340
-12.891690	110.580720
-12.866684	110.586126
-12.841679	110.591558
-12.816673	110.597017
-12.791668	110.602502
-12.766663	110.608012
-12.741657	110.613549
-12.716652	110.619113
-12.691646	110.624702
-12.666641	110.630790
-12.641636	110.637545
-12.616630	110.644249
-12.591625	110.650972
-12.566619	110.657976
-12.541614	110.664880
-12.516608	110.671686
-12.491603	110.678391
-12.466598	110.684997
-12.441592	110.691503
-12.416587	110.697910
-12.391581	110.704217
-12.366576	110.710425
-12.341571	110.716533
-12.316565	110.722584
-12.291560	110.728644
-12.266554	110.734630
-12.241549	110.740542
-12.216544	110.746387
-12.191538	110.752083
-12.166533	110.757630
-12.141527	110.763026
-12.116522	110.768272
-12.091517	110.773368
-12.066511	110.778314
-12.041506	110.783110
-12.016500	110.787756
-11.991495	110.792251
-11.966489	110.796566
-11.941484	110.800674
-11.916479	110.804707
-11.891473	110.808663
-11.866468	110.812597
-11.841462	110.816428
-11.816457	110.820137
-11.791452	110.823723
-11.766446	110.827186
-11.741441	110.830526
-11.716435	110.833743
-11.691430	110.836837
-11.666425	110.839808
-11.641419	110.842657
-11.616414	110.845374
-11.591408	110.847934
-11.566403	110.850391
-11.541398	110.852746
-11.516392	110.854965
-11.491387	110.857040
-11.466381	110.858992
-11.441376	110.860821
-11.416371	110.862527
-11.391365	110.864110
-11.366360	110.865571
-11.341354	110.866908
-11.316349	110.868123
-11.291343	110.869215
-11.266338	110.870202
-11.241333	110.871367
-11.216327	110.872431
-11.191322	110.873396
-11.166316	110.874427
-11.141311	110.875588
-11.116306	110.876599
-11.091300	110.877462
-11.066295	110.878175
-11.041289	110.878740
-11.016284	110.879155
-10.991279	110.879421
