Patient Name: FANTOMARW3, 
Patient ID: 15072016
Plan: PDD_Eq4
Course: C1
Date: Thursday, July 21, 2016 5:41:05 PM
Exported by: laldrovandi

Start: (0.01, 0.03, 0.00)
End:   (0.00, 33.86, 0.00)

	4x4	10x10	20x20	40x40	4x4w15	10x10w15	40x30w15	4x4w30	10x10w30	40x30w30	4x4w45	10x10w45	40x20w45	4x4w60	10x10w60	40x15w60	Total
8.352058	68.329818	72.549114	75.208471	76.971162	69.296663	73.292249	76.443039	70.041532	73.689282	76.196441	69.428940	73.393436	75.964752	69.804565	73.599726	75.414322	1169.623511
8.377064	68.221095	72.450330	75.118785	76.886831	69.188993	73.194683	76.359009	69.935220	73.593415	76.112884	69.323342	73.297900	75.878157	69.699301	73.504922	75.327137	1168.092005
8.402070	68.112373	72.351545	75.029098	76.802500	69.081323	73.097117	76.274979	69.828908	73.497549	76.029328	69.217744	73.202364	75.791562	69.594037	73.410118	75.239952	1166.560497
8.427076	68.003650	72.252761	74.939411	76.718170	68.973654	72.999551	76.190949	69.722596	73.401682	75.945771	69.112147	73.106828	75.704966	69.488773	73.315313	75.152766	1165.028989
8.452082	67.894928	72.153976	74.849724	76.633839	68.865984	72.901985	76.106920	69.616284	73.305815	75.862214	69.006549	73.011292	75.618371	69.383509	73.220509	75.065581	1163.497479
8.477089	67.786205	72.055192	74.760037	76.549508	68.758314	72.804419	76.022890	69.509972	73.209948	75.778657	68.900950	72.915756	75.531775	69.278245	73.125704	74.978395	1161.965969
8.502095	67.677483	71.956408	74.670351	76.465177	68.650644	72.706853	75.938860	69.403660	73.114082	75.695101	68.795352	72.820220	75.445180	69.172980	73.030899	74.891209	1160.434457
8.527101	67.568760	71.857623	74.580664	76.380847	68.542974	72.609286	75.854830	69.297348	73.018215	75.611544	68.689754	72.724684	75.358584	69.067715	72.936094	74.804023	1158.902945
8.552107	67.460037	71.758839	74.490977	76.296516	68.435304	72.511720	75.770800	69.191036	72.922348	75.527987	68.584156	72.629148	75.271988	68.962451	72.841289	74.716837	1157.371431
8.577113	67.351315	71.660054	74.401290	76.212185	68.327634	72.414154	75.686770	69.084724	72.826481	75.444430	68.478557	72.533611	75.185392	68.857186	72.746483	74.629651	1155.839917
8.602119	67.242785	71.561442	74.311769	76.128028	68.220126	72.316700	75.602781	68.978602	72.730724	75.360938	68.373151	72.438191	75.098920	68.752107	72.651812	74.542606	1154.310683
8.627126	67.137725	71.465916	74.225233	76.046988	68.115547	72.221268	75.519521	68.875908	72.636957	75.278611	68.271200	72.344865	75.014669	68.650376	72.559566	74.458094	1152.822442
8.652132	67.032664	71.370390	74.138696	75.965948	68.010968	72.125835	75.436261	68.773213	72.543189	75.196284	68.169249	72.251539	74.930418	68.548645	72.467320	74.373583	1151.334201
8.677138	66.927603	71.274864	74.052159	75.884908	67.906388	72.030403	75.353001	68.670519	72.449421	75.113957	68.067298	72.158213	74.846167	68.446915	72.375074	74.289072	1149.845958
8.702144	66.822542	71.179338	73.965622	75.803868	67.801809	71.934970	75.269741	68.567824	72.355652	75.031629	67.965346	72.064887	74.761916	68.345183	72.282827	74.204560	1148.357714
8.727150	66.717481	71.083812	73.879085	75.722828	67.697229	71.839537	75.186481	68.465129	72.261884	74.949302	67.863395	71.971560	74.677665	68.243452	72.190581	74.120048	1146.869470
8.752156	66.612420	70.988286	73.792548	75.641788	67.592650	71.744104	75.103221	68.362434	72.168116	74.866975	67.761444	71.878234	74.593413	68.141721	72.098334	74.035536	1145.381224
8.777163	66.507360	70.892759	73.706012	75.560748	67.488070	71.648672	75.019961	68.259739	72.074347	74.784647	67.659492	71.784907	74.509162	68.039989	72.006087	73.951024	1143.892977
8.802169	66.402299	70.797233	73.619475	75.479708	67.383491	71.553239	74.936701	68.157044	71.980579	74.702319	67.557541	71.691580	74.424910	67.938257	71.913840	73.866512	1142.404728
8.827175	66.297238	70.701707	73.532938	75.398668	67.278911	71.457806	74.853441	68.054349	71.886810	74.619992	67.455589	71.598254	74.340659	67.836525	71.821593	73.782000	1140.916479
8.852181	66.192463	70.606385	73.446584	75.317809	67.174631	71.362579	74.770405	67.951922	71.793257	74.537892	67.353911	71.505151	74.256588	67.735069	71.729539	73.697651	1139.431835
8.877187	66.092593	70.514555	73.363356	75.240050	67.075470	71.270878	74.691205	67.854081	71.703396	74.459696	67.256908	71.415879	74.175613	67.638348	71.640803	73.616096	1138.008927
8.902193	65.992723	70.422724	73.280128	75.162291	66.976309	71.179177	74.612005	67.756240	71.613536	74.381499	67.159905	71.326608	74.094637	67.541627	71.552067	73.534542	1136.586018
8.927200	65.892852	70.330894	73.196901	75.084532	66.877149	71.087477	74.532805	67.658399	71.523676	74.303303	67.062902	71.237336	74.013662	67.444905	71.463330	73.452987	1135.163108
8.952206	65.792982	70.239063	73.113673	75.006773	66.777988	70.995776	74.453604	67.560558	71.433815	74.225107	66.965898	71.148065	73.932686	67.348183	71.374593	73.371432	1133.740197
8.977212	65.693112	70.147233	73.030445	74.929013	66.678827	70.904076	74.374404	67.462717	71.343955	74.146910	66.868895	71.058793	73.851710	67.251461	71.285856	73.289877	1132.317285
9.002218	65.593241	70.055403	72.947217	74.851254	66.579666	70.812375	74.295204	67.364876	71.254095	74.068714	66.771892	70.969521	73.770734	67.154739	71.197119	73.208322	1130.894372
9.027224	65.493371	69.963572	72.863990	74.773495	66.480505	70.720674	74.216004	67.267035	71.164234	73.990517	66.674888	70.880249	73.689759	67.058017	71.108381	73.126766	1129.471457
9.052230	65.393500	69.871742	72.780762	74.695736	66.381344	70.628973	74.136804	67.169194	71.074374	73.912321	66.577884	70.790977	73.608783	66.961294	71.019643	73.045210	1128.048542
9.077237	65.293630	69.779912	72.697534	74.617977	66.282183	70.537273	74.057604	67.071352	70.984513	73.834124	66.480881	70.701705	73.527807	66.864572	70.930905	72.963655	1126.625626
9.102243	65.193873	69.688163	72.614323	74.540199	66.183137	70.445685	73.978439	66.973647	70.894762	73.755955	66.383995	70.612518	73.446900	66.767973	70.842265	72.882191	1125.204025
9.127249	65.095977	69.597740	72.531395	74.462109	66.085968	70.355940	73.899845	66.878168	70.806801	73.678243	66.289038	70.524722	73.367122	66.673413	70.755222	72.802229	1123.803934
9.152255	64.998080	69.507318	72.448467	74.384020	65.988800	70.266195	73.821250	66.782690	70.718840	73.600531	66.194082	70.436925	73.287345	66.578851	70.668180	72.722268	1122.403843
9.177261	64.900184	69.416895	72.365539	74.305931	65.891632	70.176450	73.742655	66.687211	70.630879	73.522819	66.099126	70.349129	73.207567	66.484290	70.581137	72.642306	1121.003750
9.202267	64.802287	69.326473	72.282611	74.227842	65.794464	70.086705	73.664061	66.591732	70.542918	73.445107	66.004169	70.261332	73.127789	66.389729	70.494094	72.562345	1119.603657
9.227273	64.704391	69.236051	72.199683	74.149752	65.697296	69.996960	73.585466	66.496253	70.454957	73.367395	65.909212	70.173535	73.048011	66.295167	70.407051	72.482383	1118.203562
9.252280	64.606494	69.145628	72.116755	74.071663	65.600127	69.907214	73.506871	66.400774	70.366995	73.289683	65.814256	70.085738	72.968233	66.200606	70.320008	72.402421	1116.803467
9.277286	64.508598	69.055206	72.033827	73.993574	65.502959	69.817469	73.428276	66.305294	70.279034	73.211971	65.719299	69.997941	72.888455	66.106044	70.232964	72.322459	1115.403371
9.302292	64.410702	68.964783	71.950899	73.915485	65.405791	69.727724	73.349682	66.209815	70.191073	73.134258	65.624342	69.910144	72.808677	66.011482	70.145921	72.242496	1114.003273
9.327298	64.312805	68.874361	71.867971	73.837396	65.308622	69.637979	73.271087	66.114336	70.103111	73.056546	65.529385	69.822347	72.728899	65.916920	70.058877	72.162534	1112.603175
9.352304	64.214984	68.783994	71.785072	73.759345	65.211528	69.548292	73.192528	66.018884	70.015182	72.978892	65.434458	69.734583	72.649118	65.822389	69.971874	72.082554	1111.203677
9.377310	64.118337	68.694492	71.702621	73.681906	65.115600	69.459522	73.114529	65.923862	69.927754	72.902156	65.339999	69.647350	72.569297	65.728344	69.885502	72.002310	1109.813583
9.402317	64.021691	68.604990	71.620171	73.604467	65.019672	69.370752	73.036530	65.828840	69.840326	72.825419	65.245540	69.560117	72.489477	65.634300	69.799130	71.922066	1108.423488
9.427323	63.925044	68.515487	71.537720	73.527028	64.923744	69.281981	72.958531	65.733817	69.752898	72.748682	65.151081	69.472884	72.409656	65.540255	69.712758	71.841822	1107.033391
9.452329	63.828397	68.425985	71.455270	73.449589	64.827816	69.193211	72.880532	65.638795	69.665470	72.671945	65.056622	69.385651	72.329835	65.446211	69.626386	71.761578	1105.643293
9.477335	63.731750	68.336483	71.372820	73.372150	64.731888	69.104440	72.802533	65.543773	69.578041	72.595208	64.962163	69.298418	72.250015	65.352166	69.540013	71.681334	1104.253195
9.502341	63.635103	68.246981	71.290369	73.294711	64.635959	69.015670	72.724534	65.448751	69.490613	72.518472	64.867703	69.211184	72.170194	65.258120	69.453641	71.601090	1102.863095
9.527347	63.538457	68.157479	71.207919	73.217272	64.540031	68.926899	72.646535	65.353728	69.403185	72.441735	64.773244	69.123950	72.090373	65.164075	69.367268	71.520845	1101.472994
9.552354	63.441810	68.067977	71.125468	73.139833	64.444103	68.838129	72.568535	65.258706	69.315756	72.364998	64.678784	69.036717	72.010552	65.070030	69.280895	71.440601	1100.082892
9.577360	63.345163	67.978474	71.043018	73.062394	64.348175	68.749358	72.490536	65.163683	69.228328	72.288260	64.584325	68.949483	71.930731	64.975984	69.194522	71.360356	1098.692789
9.602366	63.248486	67.888953	70.960548	72.984925	64.252198	68.660506	72.412413	65.068621	69.140823	72.211371	64.489834	68.862178	71.850824	64.881885	69.108053	71.280011	1097.301630
9.627372	63.151367	67.799151	70.877782	72.907014	64.155507	68.570430	72.332438	64.972974	69.052181	72.132193	64.394886	68.773810	71.769630	64.786990	69.020142	71.198160	1095.894654
9.652378	63.054247	67.709349	70.795016	72.829103	64.058816	68.480355	72.252462	64.877327	68.963538	72.053015	64.299938	68.685442	71.688436	64.692096	68.932230	71.116309	1094.487678
9.677384	62.957127	67.619547	70.712250	72.751192	63.962124	68.390279	72.172487	64.781679	68.874896	71.973837	64.204990	68.597073	71.607241	64.597201	68.844319	71.034458	1093.080701
9.702391	62.860008	67.529744	70.629484	72.673280	63.865433	68.300204	72.092512	64.686032	68.786253	71.894660	64.110042	68.508705	71.526047	64.502306	68.756407	70.952607	1091.673722
9.727397	62.762888	67.439942	70.546718	72.595369	63.768741	68.210128	72.012537	64.590384	68.697610	71.815482	64.015093	68.420337	71.444852	64.407411	68.668495	70.870755	1090.266743
9.752403	62.665768	67.350140	70.463952	72.517458	63.672050	68.120052	71.932561	64.494736	68.608968	71.736304	63.920145	68.331968	71.363657	64.312516	68.580584	70.788904	1088.859763
9.777409	62.568648	67.260338	70.381186	72.439546	63.575358	68.029977	71.852586	64.399089	68.520325	71.657126	63.825197	68.243600	71.282462	64.217621	68.492672	70.707052	1087.452782
9.802415	62.471529	67.170535	70.298420	72.361635	63.478666	67.939901	71.772611	64.303441	68.431682	71.577948	63.730248	68.155231	71.201267	64.122725	68.404759	70.625200	1086.045800
9.827421	62.374409	67.080733	70.215654	72.283724	63.381975	67.849825	71.692635	64.207793	68.343039	71.498770	63.635299	68.066862	71.120072	64.027830	68.316847	70.543349	1084.638817
9.852428	62.277230	66.990830	70.132787	72.205704	63.285232	67.759686	71.612598	64.112106	68.254284	71.419546	63.540299	67.978387	71.038783	63.932912	68.228837	70.461411	1083.230631
9.877434	62.179191	66.899467	70.048451	72.126126	63.187757	67.668640	71.531672	64.015852	68.163915	71.339662	63.444563	67.888372	70.956151	63.837676	68.139421	70.378244	1081.805160
9.902440	62.081151	66.808104	69.964115	72.046549	63.090283	67.577594	71.450746	63.919598	68.073546	71.259777	63.348826	67.798356	70.873518	63.742440	68.050005	70.295077	1080.379688
9.927446	61.983112	66.716742	69.879780	71.966971	62.992808	67.486548	71.369820	63.823344	67.983178	71.179893	63.253090	67.708341	70.790886	63.647203	67.960589	70.211910	1078.954214
9.952452	61.885073	66.625379	69.795444	71.887393	62.895334	67.395502	71.288894	63.727090	67.892809	71.100008	63.157353	67.618326	70.708253	63.551967	67.871173	70.128743	1077.528740
9.977458	61.787034	66.534016	69.711109	71.807816	62.797859	67.304456	71.207967	63.630836	67.802440	71.020124	63.061616	67.528310	70.625621	63.456730	67.781756	70.045576	1076.103265
10.002464	61.688995	66.442654	69.626773	71.728238	62.700385	67.213409	71.127041	63.534581	67.712070	70.940239	62.965879	67.438295	70.542988	63.361493	67.692340	69.962408	1074.677789
10.027471	61.590956	66.351291	69.542438	71.648661	62.602910	67.122363	71.046115	63.438327	67.621701	70.860355	62.870142	67.348279	70.460355	63.266256	67.602923	69.879240	1073.252312
10.052477	61.492917	66.259928	69.458102	71.569084	62.505435	67.031317	70.965189	63.342072	67.531332	70.780470	62.774405	67.258263	70.377723	63.171019	67.513506	69.796072	1071.826833
10.077483	61.394877	66.168566	69.373767	71.489506	62.407961	66.940271	70.884262	63.245818	67.440963	70.700585	62.678667	67.168247	70.295090	63.075781	67.424089	69.712904	1070.401354
10.102489	61.296921	66.077246	69.289410	71.409896	62.310580	66.849268	70.803321	63.149646	67.350663	70.620649	62.583025	67.078281	70.212474	62.980612	67.334730	69.629788	1068.976513
10.127495	61.200107	65.986513	69.204759	71.329837	62.214508	66.758866	70.722180	63.054628	67.261330	70.540010	62.488701	66.989006	70.130089	62.886379	67.246187	69.547400	1067.560500
10.152501	61.103293	65.895781	69.120108	71.249777	62.118436	66.668465	70.641039	62.959609	67.171996	70.459371	62.394377	66.899730	70.047704	62.792146	67.157645	69.465011	1066.144487
10.177508	61.006478	65.805048	69.035457	71.169717	62.022364	66.578063	70.559898	62.864591	67.082662	70.378732	62.300052	66.810454	69.965319	62.697913	67.069102	69.382623	1064.728473
10.202514	60.909664	65.714316	68.950806	71.089657	61.926292	66.487661	70.478757	62.769572	66.993328	70.298093	62.205728	66.721177	69.882934	62.603679	66.980558	69.300234	1063.312458
10.227520	60.812850	65.623583	68.866155	71.009598	61.830220	66.397260	70.397616	62.674553	66.903994	70.217454	62.111404	66.631901	69.800548	62.509446	66.892015	69.217845	1061.896441
10.252526	60.716036	65.532851	68.781504	70.929538	61.734147	66.306858	70.316475	62.579534	66.814660	70.136814	62.017079	66.542625	69.718163	62.415212	66.803471	69.135456	1060.480424
10.277532	60.619221	65.442118	68.696853	70.849478	61.638075	66.216456	70.235333	62.484516	66.725326	70.056175	61.922754	66.453349	69.635777	62.320978	66.714927	69.053067	1059.064406
10.302538	60.522407	65.351386	68.612202	70.769419	61.542003	66.126055	70.154192	62.389497	66.635992	69.975536	61.828430	66.364072	69.553392	62.226744	66.626384	68.970678	1057.648387
10.327545	60.425593	65.260653	68.527551	70.689359	61.445930	66.035653	70.073051	62.294478	66.546658	69.894896	61.734105	66.274796	69.471006	62.132510	66.537839	68.888288	1056.232368
10.352551	60.329078	65.170202	68.443142	70.609529	61.350137	65.945560	69.992223	62.199744	66.457637	69.814598	61.640048	66.185840	69.388916	62.038557	66.449612	68.806160	1054.820983
10.377557	60.236539	65.083491	68.361952	70.532750	61.258051	65.859572	69.915563	62.108796	66.372773	69.738834	61.549548	66.101156	69.310757	61.948339	66.365603	68.727511	1053.471237
10.402563	60.144001	64.996779	68.280762	70.455971	61.165966	65.773584	69.838903	62.017848	66.287910	69.663070	61.459049	66.016472	69.232598	61.858121	66.281593	68.648861	1052.121489
10.427569	60.051462	64.910068	68.199572	70.379192	61.073881	65.687596	69.762243	61.926899	66.203047	69.587307	61.368549	65.931788	69.154438	61.767902	66.197584	68.570211	1050.771740
10.452575	59.958924	64.823356	68.118382	70.302413	60.981796	65.601609	69.685583	61.835951	66.118184	69.511543	61.278050	65.847104	69.076279	61.677683	66.113574	68.491561	1049.421991
10.477582	59.866385	64.736645	68.037192	70.225634	60.889710	65.515621	69.608922	61.745003	66.033320	69.435779	61.187550	65.762420	68.998119	61.587465	66.029564	68.412911	1048.072241
10.502588	59.773847	64.649933	67.956002	70.148855	60.797625	65.429633	69.532262	61.654055	65.948457	69.360015	61.097050	65.677736	68.919959	61.497246	65.945554	68.334261	1046.722490
10.527594	59.681308	64.563222	67.874812	70.072076	60.705540	65.343644	69.455602	61.563106	65.863593	69.284251	61.006551	65.593051	68.841799	61.407027	65.861544	68.255611	1045.372737
10.552600	59.588770	64.476510	67.793621	69.995297	60.613455	65.257656	69.378941	61.472158	65.778730	69.208487	60.916051	65.508367	68.763640	61.316807	65.777533	68.176961	1044.022985
10.577606	59.496231	64.389799	67.712431	69.918518	60.521369	65.171668	69.302281	61.381210	65.693866	69.132723	60.825551	65.423682	68.685480	61.226588	65.693523	68.098310	1042.673231
10.602612	59.403892	64.303290	67.631469	69.841930	60.429476	65.085843	69.225692	61.290433	65.609176	69.057030	60.735248	65.339160	68.607405	61.136549	65.609668	68.019775	1041.326036
10.627619	59.314105	64.219369	67.553424	69.767782	60.340038	65.002111	69.150022	61.201851	65.526713	68.982242	60.647470	65.256713	68.530423	61.048827	65.527818	67.942726	1040.011633
10.652625	59.224318	64.135448	67.475379	69.693634	60.250600	64.918378	69.074351	61.113270	65.444250	68.907453	60.559693	65.174266	68.453440	60.961105	65.445968	67.865676	1038.697229
10.677631	59.134530	64.051527	67.397335	69.619485	60.161162	64.834645	68.998681	61.024689	65.361787	68.832665	60.471915	65.091819	68.376457	60.873383	65.364117	67.788626	1037.382823
10.702637	59.044743	63.967606	67.319290	69.545337	60.071724	64.750913	68.923010	60.936107	65.279323	68.757876	60.384138	65.009372	68.299475	60.785661	65.282266	67.711576	1036.068417
10.727643	58.954956	63.883686	67.241245	69.471189	59.982286	64.667180	68.847339	60.847526	65.196860	68.683088	60.296360	64.926925	68.222492	60.697938	65.200416	67.634526	1034.754010
10.752649	58.865169	63.799765	67.163201	69.397040	59.892848	64.583447	68.771669	60.758944	65.114396	68.608299	60.208582	64.844477	68.145509	60.610216	65.118565	67.557475	1033.439601
10.777655	58.775382	63.715844	67.085156	69.322892	59.803410	64.499715	68.695998	60.670362	65.031933	68.533510	60.120804	64.762030	68.068526	60.522493	65.036713	67.480425	1032.125192
10.802662	58.685595	63.631923	67.007111	69.248744	59.713972	64.415982	68.620327	60.581781	64.949469	68.458721	60.033026	64.679582	67.991542	60.434770	64.954862	67.403374	1030.810782
10.827668	58.595808	63.548002	66.929066	69.174596	59.624534	64.332249	68.544656	60.493199	64.867006	68.383933	59.945248	64.597134	67.914559	60.347047	64.873011	67.326323	1029.496370
10.852674	58.506134	63.464186	66.851105	69.100570	59.535200	64.248616	68.469128	60.404722	64.784620	68.309290	59.857562	64.514767	67.837713	60.259412	64.791242	67.249392	1028.183660
10.877680	58.417867	63.381662	66.774178	69.028052	59.447159	64.166213	68.395368	60.317544	64.703191	68.236446	59.771026	64.433391	67.762571	60.172872	64.710496	67.173942	1026.891977
10.902686	58.329599	63.299138	66.697251	68.955534	59.359118	64.083810	68.321608	60.230365	64.621762	68.163602	59.684489	64.352016	67.687428	60.086331	64.629750	67.098491	1025.600294
10.927692	58.241332	63.216615	66.620324	68.883016	59.271076	64.001407	68.247849	60.143187	64.540333	68.090758	59.597952	64.270640	67.612285	59.999791	64.549004	67.023040	1024.308609
10.952699	58.153064	63.134091	66.543397	68.810498	59.183035	63.919004	68.174089	60.056009	64.458904	68.017914	59.511415	64.189265	67.537142	59.913250	64.468258	66.947589	1023.016924
10.977705	58.064797	63.051567	66.466470	68.737980	59.094994	63.836600	68.100329	59.968830	64.377475	67.945071	59.424878	64.107889	67.461999	59.826709	64.387512	66.872138	1021.725237
11.002711	57.976530	62.969043	66.389542	68.665462	59.006952	63.754197	68.026569	59.881652	64.296046	67.872227	59.338342	64.026513	67.386856	59.740168	64.306765	66.796687	1020.433550
11.027717	57.888262	62.886519	66.312615	68.592944	58.918911	63.671794	67.952809	59.794473	64.214617	67.799383	59.251805	63.945138	67.311713	59.653626	64.226018	66.721236	1019.141861
11.052723	57.799995	62.803995	66.235688	68.520427	58.830869	63.589390	67.879050	59.707295	64.133187	67.726539	59.165268	63.863762	67.236569	59.567085	64.145271	66.645784	1017.850172
11.077729	57.711727	62.721471	66.158760	68.447909	58.742828	63.506987	67.805290	59.620116	64.051758	67.653695	59.078730	63.782386	67.161426	59.480543	64.064524	66.570332	1016.558482
11.102736	57.623436	62.638838	66.081685	68.375188	58.654773	63.424506	67.731396	59.532913	63.970276	67.580683	58.992158	63.700953	67.086175	59.393990	63.983692	66.494757	1015.265417
11.127742	57.534870	62.554917	66.002838	68.300050	58.566565	63.341097	67.655900	59.445419	63.888162	67.505666	58.905162	63.618842	67.009631	59.307295	63.901843	66.417704	1013.955961
11.152748	57.446303	62.470997	65.923992	68.224911	58.478356	63.257689	67.580403	59.357924	63.806047	67.430650	58.818167	63.536731	66.933088	59.220600	63.819994	66.340651	1012.646504
11.177754	57.357736	62.387076	65.845146	68.149773	58.390148	63.174281	67.504907	59.270430	63.723933	67.355634	58.731171	63.454620	66.856544	59.133905	63.738145	66.263597	1011.337047
11.202760	57.269169	62.303155	65.766300	68.074634	58.301940	63.090873	67.429411	59.182936	63.641819	67.280617	58.644176	63.372509	66.780000	59.047209	63.656296	66.186544	1010.027588
11.227766	57.180602	62.219234	65.687454	67.999496	58.213732	63.007465	67.353915	59.095441	63.559704	67.205601	58.557180	63.290398	66.703456	58.960514	63.574447	66.109490	1008.718129
11.252773	57.092036	62.135313	65.608608	67.924357	58.125523	62.924056	67.278418	59.007947	63.477590	67.130584	58.470184	63.208287	66.626913	58.873818	63.492597	66.032437	1007.408669
11.277779	57.003469	62.051392	65.529762	67.849219	58.037315	62.840648	67.202922	58.920452	63.395475	67.055568	58.383188	63.126176	66.550369	58.787122	63.410748	65.955383	1006.099207
11.302785	56.914902	61.967471	65.450916	67.774080	57.949106	62.757240	67.127425	58.832958	63.313361	66.980551	58.296192	63.044065	66.473825	58.700426	63.328898	65.878329	1004.789746
11.327791	56.826335	61.883550	65.372070	67.698942	57.860898	62.673832	67.051929	58.745463	63.231246	66.905534	58.209196	62.961953	66.397281	58.613730	63.247049	65.801275	1003.480283
11.352797	56.737682	61.799467	65.293051	67.623620	57.772616	62.590296	66.976278	58.657919	63.148994	66.830419	58.122148	62.879711	66.320590	58.526977	63.165060	65.724093	1002.168920
11.377803	56.648033	61.713520	65.212027	67.546191	57.683487	62.505287	66.898842	58.569799	63.065153	66.754169	58.034506	62.795958	66.242200	58.439581	63.081475	65.645439	1000.835666
11.402810	56.558384	61.627572	65.131003	67.468762	57.594359	62.420277	66.821405	58.481680	62.981313	66.677918	57.946865	62.712204	66.163809	58.352184	62.997890	65.566785	999.502411
11.427816	56.468736	61.541624	65.049979	67.391333	57.505230	62.335268	66.743969	58.393560	62.897472	66.601668	57.859223	62.628451	66.085419	58.264788	62.914304	65.488131	998.169155
11.452822	56.379087	61.455677	64.968955	67.313904	57.416101	62.250259	66.666533	58.305441	62.813631	66.525418	57.771581	62.544697	66.007029	58.177391	62.830719	65.409476	996.835898
11.477828	56.289438	61.369729	64.887932	67.236475	57.326972	62.165250	66.589096	58.217321	62.729791	66.449167	57.683939	62.460944	65.928638	58.089994	62.747133	65.330822	995.502640
11.502834	56.199790	61.283781	64.806908	67.159046	57.237844	62.080240	66.511660	58.129201	62.645950	66.372917	57.596296	62.377190	65.850248	58.002597	62.663547	65.252167	994.169381
11.527840	56.110141	61.197834	64.725884	67.081617	57.148715	61.995231	66.434223	58.041081	62.562109	66.296667	57.508654	62.293436	65.771857	57.915200	62.579961	65.173512	992.836121
11.552846	56.020492	61.111886	64.644860	67.004188	57.059586	61.910221	66.356787	57.952961	62.478268	66.220416	57.421012	62.209682	65.693466	57.827802	62.496375	65.094857	991.502860
11.577853	55.930844	61.025939	64.563836	66.926759	56.970457	61.825212	66.279351	57.864842	62.394427	66.144166	57.333369	62.125928	65.615075	57.740405	62.412789	65.016202	990.169599
11.602859	55.841222	60.940030	64.482810	66.849356	56.881328	61.740187	66.201865	57.776721	62.310586	66.067874	57.245728	62.042174	65.536605	57.653008	62.329238	64.937503	988.836235
11.627865	55.751901	60.854559	64.401769	66.772247	56.792193	61.654995	66.123834	57.688596	62.226746	65.991128	57.158095	61.958420	65.457249	57.565615	62.246086	64.858312	987.501745
11.652871	55.662579	60.769088	64.320727	66.695138	56.703059	61.569803	66.045803	57.600470	62.142905	65.914382	57.070463	61.874666	65.377894	57.478223	62.162934	64.779121	986.167255
11.677877	55.573258	60.683617	64.239685	66.618029	56.613925	61.484611	65.967772	57.512345	62.059065	65.837636	56.982830	61.790911	65.298538	57.390830	62.079782	64.699930	984.832763
11.702883	55.483936	60.598145	64.158643	66.540920	56.524790	61.399419	65.889740	57.424219	61.975224	65.760890	56.895197	61.707157	65.219183	57.303437	61.996630	64.620739	983.498271
11.727890	55.394615	60.512674	64.077602	66.463811	56.435656	61.314227	65.811709	57.336094	61.891384	65.684144	56.807564	61.623402	65.139827	57.216045	61.913478	64.541548	982.163778
11.752896	55.305293	60.427203	63.996560	66.386702	56.346521	61.229035	65.733678	57.247968	61.807543	65.607397	56.719931	61.539647	65.060471	57.128651	61.830325	64.462356	980.829284
11.777902	55.215972	60.341732	63.915518	66.309593	56.257387	61.143843	65.655647	57.159842	61.723702	65.530651	56.632298	61.455893	64.981116	57.041258	61.747173	64.383165	979.494790
11.802908	55.126650	60.256261	63.834477	66.232484	56.168252	61.058651	65.577616	57.071717	61.639861	65.453905	56.544665	61.372138	64.901760	56.953865	61.664020	64.303973	978.160294
11.827914	55.037329	60.170790	63.753435	66.155375	56.079118	60.973458	65.499585	56.983591	61.556021	65.377158	56.457032	61.288383	64.822404	56.866471	61.580867	64.224781	976.825798
11.852920	54.948226	60.085529	63.672621	66.078461	55.990207	60.888488	65.421753	56.895666	61.472384	65.300578	56.369602	61.204829	64.743268	56.779263	61.497897	64.145794	975.494565
11.877927	54.861490	60.002538	63.594267	66.003653	55.903710	60.805912	65.346075	56.809907	61.390953	65.225787	56.284360	61.123451	64.666499	56.694051	61.416910	64.069022	974.198584
11.902933	54.774753	59.919547	63.515913	65.928844	55.817213	60.723335	65.270397	56.724149	61.309522	65.150996	56.199119	61.042073	64.589730	56.608839	61.335923	63.992250	972.902603
11.927939	54.688017	59.836557	63.437559	65.854036	55.730715	60.640759	65.194719	56.638390	61.228091	65.076206	56.113877	60.960695	64.512961	56.523627	61.254935	63.915477	971.606620
11.952945	54.601280	59.753566	63.359205	65.779227	55.644218	60.558183	65.119040	56.552631	61.146659	65.001415	56.028636	60.879317	64.436192	56.438415	61.173947	63.838704	970.310637
11.977951	54.514544	59.670576	63.280851	65.704419	55.557721	60.475606	65.043362	56.466873	61.065228	64.926624	55.943394	60.797938	64.359423	56.353202	61.092959	63.761931	969.014652
12.002957	54.427808	59.587585	63.202497	65.629610	55.471223	60.393030	64.967684	56.381114	60.983797	64.851833	55.858152	60.716560	64.282654	56.267990	61.011971	63.685158	967.718666
12.027964	54.341071	59.504595	63.124143	65.554802	55.384726	60.310453	64.892005	56.295355	60.902365	64.777042	55.772910	60.635181	64.205885	56.182777	60.930983	63.608385	966.422680
12.052970	54.254335	59.421604	63.045789	65.479994	55.298228	60.227877	64.816327	56.209596	60.820934	64.702251	55.687668	60.553803	64.129116	56.097564	60.849995	63.531612	965.126692
12.077976	54.167599	59.338613	62.967435	65.405185	55.211731	60.145301	64.740648	56.123837	60.739502	64.627460	55.602426	60.472424	64.052346	56.012351	60.769006	63.454838	963.830703
12.102982	54.081182	59.255892	62.889272	65.330549	55.125528	60.062951	64.665137	56.038349	60.658310	64.552797	55.517460	60.391288	63.975741	55.927444	60.688245	63.378226	962.538369
