Patient Name: FANTOMARW3, 
Patient ID: 15072016
Plan: PDD_Eq4
Course: C1
Date: Thursday, July 21, 2016 5:41:05 PM
Exported by: laldrovandi

Start: (0.01, 0.03, 0.00)
End:   (0.00, 33.86, 0.00)

	4x4	10x10	20x20	40x40	4x4w15	10x10w15	40x30w15	4x4w30	10x10w30	40x30w30	4x4w45	10x10w45	40x20w45	4x4w60	10x10w60	40x15w60	Total
16.829147	40.407260	45.737117	49.779175	52.641526	41.420416	46.565023	51.935332	42.378223	47.301364	51.969942	41.936242	47.056959	51.113221	42.341070	47.401357	50.517803	750.502031
16.854153	40.342962	45.671904	49.714518	52.578003	41.355697	46.499555	51.871976	42.313469	47.236400	51.907393	41.871808	46.991981	51.049372	42.276383	47.336335	50.453933	749.471689
16.879159	40.279582	45.607488	49.650952	52.515338	41.292058	46.435219	51.809287	42.249788	47.172489	51.845267	41.808347	46.928280	50.985930	42.212701	47.272438	50.390986	748.456150
16.904165	40.216203	45.543072	49.587386	52.452672	41.228418	46.370882	51.746599	42.186107	47.108578	51.783142	41.744885	46.864579	50.922489	42.149018	47.208542	50.328039	747.440611
16.929171	40.152823	45.478656	49.523821	52.390007	41.164779	46.306545	51.683910	42.122426	47.044666	51.721016	41.681424	46.800879	50.859047	42.085336	47.144646	50.265092	746.425071
16.954177	40.089444	45.414240	49.460255	52.327341	41.101140	46.242208	51.621221	42.058745	46.980755	51.658891	41.617962	46.737178	50.795605	42.021653	47.080749	50.202144	745.409531
16.979183	40.026064	45.349824	49.396689	52.264676	41.037500	46.177872	51.558533	41.995063	46.916843	51.596765	41.554500	46.673477	50.732163	41.957970	47.016853	50.139197	744.393990
17.004190	39.962685	45.285408	49.333123	52.202010	40.973861	46.113535	51.495844	41.931382	46.852932	51.534639	41.491039	46.609776	50.668722	41.894288	46.952956	50.076249	743.378448
17.029196	39.899305	45.220992	49.269558	52.139345	40.910221	46.049198	51.433155	41.867701	46.789020	51.472514	41.427577	46.546075	50.605280	41.830605	46.889059	50.013302	742.362906
17.054202	39.835926	45.156576	49.205992	52.076679	40.846581	45.984861	51.370466	41.804020	46.725108	51.410388	41.364115	46.482374	50.541838	41.766922	46.825162	49.950354	741.347363
17.079208	39.772547	45.092160	49.142426	52.014014	40.782942	45.920524	51.307778	41.740339	46.661196	51.348262	41.300653	46.418673	50.478396	41.703239	46.761265	49.887406	740.331820
17.104214	39.709606	45.028105	49.079098	51.951616	40.719722	45.856519	51.245379	41.677045	46.597635	51.286501	41.237580	46.355273	50.415307	41.639969	46.697723	49.824788	739.321866
17.129220	39.649441	44.966333	49.017271	51.890911	40.659161	45.794613	51.184814	41.616206	46.536295	51.227047	41.176966	46.293777	50.354453	41.579315	46.636426	49.764261	738.347292
17.154227	39.589276	44.904561	48.955444	51.830206	40.598601	45.732708	51.124250	41.555367	46.474954	51.167594	41.116353	46.232281	50.293599	41.518661	46.575129	49.703733	737.372717
17.179233	39.529111	44.842789	48.893617	51.769501	40.538040	45.670802	51.063685	41.494528	46.413614	51.108140	41.055739	46.170785	50.232744	41.458007	46.513831	49.643206	736.398141
17.204239	39.468946	44.781017	48.831791	51.708796	40.477479	45.608896	51.003121	41.433689	46.352273	51.048687	40.995126	46.109289	50.171890	41.397353	46.452534	49.582678	735.423565
17.229245	39.408781	44.719245	48.769964	51.648091	40.416919	45.546991	50.942556	41.372850	46.290933	50.989233	40.934512	46.047793	50.111036	41.336698	46.391236	49.522150	734.448988
17.254251	39.348616	44.657473	48.708137	51.587386	40.356358	45.485085	50.881992	41.312011	46.229592	50.929780	40.873898	45.986297	50.050181	41.276044	46.329939	49.461622	733.474410
17.279257	39.288451	44.595701	48.646310	51.526681	40.295798	45.423180	50.821427	41.251172	46.168251	50.870326	40.813285	45.924801	49.989326	41.215389	46.268641	49.401094	732.499832
17.304264	39.228285	44.533929	48.584484	51.465977	40.235237	45.361274	50.760863	41.190332	46.106911	50.810873	40.752671	45.863304	49.928472	41.154734	46.207343	49.340565	731.525253
17.329270	39.168120	44.472157	48.522657	51.405272	40.174676	45.299368	50.700298	41.129493	46.045570	50.751419	40.692057	45.801808	49.867617	41.094079	46.146045	49.280037	730.550673
17.354276	39.108422	44.410791	48.461220	51.344932	40.114587	45.237894	50.640140	41.069154	45.984611	50.692271	40.631953	45.740722	49.807184	41.033908	46.085137	49.219840	729.582767
17.379282	39.051618	44.351947	48.402202	51.286858	40.057423	45.179094	50.582503	41.011918	45.926021	50.635016	40.575009	45.682176	49.749362	40.976736	46.026648	49.161697	728.656227
17.404288	38.994814	44.293102	48.343184	51.228783	40.000258	45.120293	50.524865	40.954681	45.867431	50.577761	40.518064	45.623631	49.691541	40.919564	45.968160	49.103554	727.729687
17.429294	38.938010	44.234257	48.284166	51.170709	39.943094	45.061493	50.467227	40.897444	45.808841	50.520506	40.461120	45.565086	49.633720	40.862392	45.909671	49.045412	726.803147
17.454301	38.881205	44.175412	48.225148	51.112635	39.885929	45.002692	50.409589	40.840208	45.750250	50.463251	40.404176	45.506540	49.575899	40.805220	45.851182	48.987269	725.876606
17.479307	38.824401	44.116568	48.166130	51.054561	39.828765	44.943892	50.351951	40.782971	45.691660	50.405996	40.347231	45.447995	49.518077	40.748048	45.792693	48.929126	724.950064
17.504313	38.767597	44.057723	48.107112	50.996486	39.771600	44.885091	50.294313	40.725734	45.633070	50.348741	40.290287	45.389449	49.460256	40.690876	45.734204	48.870983	724.023522
17.529319	38.710793	43.998878	48.048094	50.938412	39.714436	44.826290	50.236675	40.668497	45.574480	50.291486	40.233342	45.330904	49.402434	40.633704	45.675715	48.812840	723.096979
17.554325	38.653988	43.940033	47.989076	50.880338	39.657271	44.767490	50.179037	40.611261	45.515889	50.234231	40.176397	45.272358	49.344613	40.576532	45.617225	48.754696	722.170436
17.579331	38.597184	43.881189	47.930058	50.822263	39.600107	44.708689	50.121399	40.554024	45.457299	50.176976	40.119452	45.213812	49.286791	40.519360	45.558736	48.696553	721.243893
17.604338	38.540422	43.822410	47.871109	50.764236	39.542921	44.649910	50.063731	40.496766	45.398708	50.119721	40.062507	45.155291	49.228970	40.462190	45.500279	48.638485	720.317657
17.629344	38.483918	43.764032	47.812579	50.706491	39.485609	44.591265	50.005882	40.439377	45.340112	50.062471	40.005557	45.096920	49.171148	40.405036	45.442022	48.580871	719.393292
17.654350	38.427414	43.705654	47.754050	50.648747	39.428297	44.532620	49.948034	40.381988	45.281517	50.005220	39.948607	45.038549	49.113327	40.347882	45.383764	48.523258	718.468926
17.679356	38.370910	43.647277	47.695520	50.591003	39.370985	44.473975	49.890185	40.324599	45.222921	49.947969	39.891656	44.980178	49.055505	40.290727	45.325506	48.465644	717.544560
17.704362	38.314406	43.588899	47.636990	50.533259	39.313673	44.415331	49.832336	40.267209	45.164325	49.890719	39.834706	44.921807	48.997683	40.233572	45.267248	48.408031	716.620193
17.729368	38.257901	43.530521	47.578460	50.475515	39.256361	44.356686	49.774488	40.209820	45.105729	49.833468	39.777756	44.863435	48.939862	40.176418	45.208989	48.350417	715.695826
17.754374	38.201397	43.472144	47.519930	50.417770	39.199049	44.298041	49.716639	40.152431	45.047133	49.776217	39.720806	44.805064	48.882040	40.119263	45.150731	48.292803	714.771459
17.779381	38.144893	43.413766	47.461401	50.360026	39.141737	44.239396	49.658790	40.095042	44.988538	49.718967	39.663855	44.746693	48.824218	40.062108	45.092473	48.235189	713.847090
17.804387	38.088389	43.355388	47.402871	50.302282	39.084425	44.180751	49.600941	40.037652	44.929942	49.661716	39.606905	44.688322	48.766396	40.004953	45.034214	48.177575	712.922722
17.829393	38.031885	43.297011	47.344341	50.244538	39.027113	44.122106	49.543093	39.980263	44.871346	49.604465	39.549954	44.629950	48.708574	39.947797	44.975955	48.119961	711.998352
17.854399	37.975117	43.238433	47.285675	50.186604	38.969579	44.063276	49.485107	39.922624	44.812628	49.547074	39.492751	44.571420	48.650549	39.890398	44.917539	48.062117	711.070892
17.879405	37.916783	43.178669	47.226200	50.127539	38.910721	44.003343	49.426303	39.863501	44.753186	49.488848	39.434047	44.511944	48.591317	39.831550	44.858183	48.002908	710.125042
17.904411	37.858448	43.118904	47.166726	50.068474	38.851864	43.943410	49.367499	39.804378	44.693744	49.430622	39.375343	44.452467	48.532085	39.772702	44.798827	47.943698	709.179191
17.929418	37.800113	43.059139	47.107251	50.009410	38.793007	43.883477	49.308695	39.745255	44.634302	49.372396	39.316639	44.392991	48.472852	39.713854	44.739471	47.884488	708.233340
17.954424	37.741779	42.999374	47.047776	49.950345	38.734149	43.823544	49.249891	39.686132	44.574860	49.314170	39.257935	44.333514	48.413620	39.655005	44.680115	47.825277	707.287488
17.979430	37.683444	42.939609	46.988301	49.891281	38.675292	43.763611	49.191087	39.627009	44.515417	49.255944	39.199231	44.274038	48.354387	39.596157	44.620759	47.766067	706.341635
18.004436	37.625110	42.879844	46.928827	49.832216	38.616434	43.703678	49.132283	39.567886	44.455975	49.197718	39.140526	44.214561	48.295155	39.537308	44.561403	47.706857	705.395782
18.029442	37.566775	42.820080	46.869352	49.773152	38.557577	43.643745	49.073479	39.508763	44.396533	49.139492	39.081822	44.155085	48.235922	39.478459	44.502047	47.647646	704.449928
18.054448	37.508440	42.760315	46.809877	49.714087	38.498720	43.583811	49.014675	39.449640	44.337090	49.081266	39.023118	44.095608	48.176690	39.419611	44.442690	47.588436	703.504074
18.079455	37.450106	42.700550	46.750402	49.655023	38.439862	43.523878	48.955871	39.390517	44.277648	49.023039	38.964414	44.036131	48.117457	39.360762	44.383334	47.529225	702.558219
18.104461	37.391771	42.640738	46.690788	49.595911	38.381026	43.463917	48.896980	39.331394	44.218128	48.964704	38.905734	43.976629	48.058125	39.301917	44.323947	47.470014	701.611723
18.129467	37.333437	42.580653	46.630363	49.536527	38.322316	43.403793	48.837581	39.272271	44.158162	48.905730	38.847198	43.916977	47.998209	39.243090	44.264382	47.410798	700.661485
18.154473	37.275102	42.520568	46.569938	49.477142	38.263605	43.343670	48.778181	39.213148	44.098195	48.846756	38.788662	43.857324	47.938293	39.184263	44.204816	47.351583	699.711247
18.179479	37.216767	42.460483	46.509513	49.417757	38.204895	43.283546	48.718782	39.154026	44.038228	48.787782	38.730125	43.797672	47.878377	39.125436	44.145251	47.292367	698.761008
18.204485	37.158433	42.400398	46.449088	49.358373	38.146184	43.223422	48.659383	39.094903	43.978261	48.728808	38.671589	43.738020	47.818461	39.066609	44.085685	47.233151	697.810769
18.229492	37.100098	42.340314	46.388663	49.298988	38.087474	43.163299	48.599984	39.035780	43.918295	48.669834	38.613053	43.678367	47.758545	39.007782	44.026119	47.173936	696.860529
18.254498	37.041763	42.280229	46.328238	49.239603	38.028763	43.103175	48.540584	38.976657	43.858328	48.610860	38.554516	43.618715	47.698628	38.948955	43.966554	47.114720	695.910288
18.279504	36.983429	42.220144	46.267813	49.180219	37.970053	43.043051	48.481185	38.917534	43.798361	48.551886	38.495980	43.559062	47.638712	38.890128	43.906988	47.055504	694.960048
18.304510	36.925094	42.160059	46.207388	49.120834	37.911343	42.982928	48.421786	38.858411	43.738394	48.492912	38.437443	43.499409	47.578796	38.831300	43.847422	46.996288	694.009806
18.329516	36.866760	42.099974	46.146963	49.061450	37.852632	42.922804	48.362386	38.799288	43.678427	48.433938	38.378907	43.439756	47.518879	38.772473	43.787855	46.937071	693.059564
18.354522	36.808699	42.040121	46.086773	49.002162	37.794177	42.862927	48.303249	38.740492	43.618716	48.375292	38.320606	43.380323	47.459274	38.713918	43.728483	46.878094	692.113305
18.379529	36.752205	41.981597	46.027929	48.943427	37.737179	42.804455	48.245610	38.683564	43.560469	48.318526	38.263655	43.322145	47.401451	38.656922	43.670217	46.820483	691.189832
18.404535	36.695710	41.923072	45.969084	48.884693	37.680182	42.745983	48.187971	38.626636	43.502223	48.261760	38.206703	43.263967	47.343628	38.599926	43.611950	46.762871	690.266360
18.429541	36.639216	41.864547	45.910240	48.825958	37.623185	42.687511	48.130331	38.569707	43.443976	48.204994	38.149751	43.205790	47.285805	38.542930	43.553684	46.705260	689.342886
18.454547	36.582722	41.806023	45.851395	48.767224	37.566188	42.629040	48.072692	38.512779	43.385730	48.148227	38.092800	43.147612	47.227982	38.485934	43.495418	46.647648	688.419412
18.479553	36.526228	41.747498	45.792550	48.708489	37.509190	42.570568	48.015052	38.455851	43.327483	48.091461	38.035848	43.089434	47.170159	38.428937	43.437151	46.590037	687.495938
18.504559	36.469734	41.688974	45.733706	48.649755	37.452193	42.512096	47.957413	38.398923	43.269236	48.034695	37.978896	43.031256	47.112336	38.371941	43.378885	46.532425	686.572463
18.529565	36.413240	41.630449	45.674861	48.591020	37.395196	42.453624	47.899774	38.341994	43.210990	47.977928	37.921944	42.973077	47.054513	38.314945	43.320618	46.474813	685.648987
18.554572	36.356745	41.571925	45.616017	48.532286	37.338198	42.395152	47.842134	38.285066	43.152743	47.921162	37.864992	42.914899	46.996690	38.257948	43.262351	46.417202	684.725510
18.579578	36.300251	41.513400	45.557172	48.473551	37.281201	42.336680	47.784495	38.228138	43.094496	47.864395	37.808041	42.856721	46.938866	38.200952	43.204084	46.359590	683.802033
18.604584	36.244079	41.455202	45.498660	48.415215	37.224552	42.278503	47.727058	38.171494	43.036560	47.807850	37.751449	42.798847	46.881326	38.144285	43.146177	46.302220	682.883475
18.629590	36.189716	41.398838	45.442016	48.359111	37.169857	42.221976	47.670759	38.116446	42.980369	47.752544	37.696880	42.742680	46.825373	38.089467	43.090284	46.246209	681.992526
18.654596	36.135352	41.342474	45.385372	48.303007	37.115163	42.165450	47.614461	38.061399	42.924178	47.697237	37.642311	42.686513	46.769420	38.034649	43.034392	46.190197	681.101577
18.679602	36.080988	41.286110	45.328728	48.246903	37.060469	42.108924	47.558162	38.006351	42.867987	47.641931	37.587742	42.630347	46.713467	37.979831	42.978500	46.134186	680.210627
18.704609	36.026625	41.229746	45.272084	48.190800	37.005774	42.052397	47.501863	37.951304	42.811796	47.586625	37.533173	42.574180	46.657514	37.925013	42.922607	46.078175	679.319676
18.729615	35.972261	41.173382	45.215440	48.134696	36.951080	41.995871	47.445565	37.896256	42.755604	47.531318	37.478604	42.518013	46.601561	37.870195	42.866715	46.022163	678.428725
18.754621	35.917898	41.117018	45.158796	48.078592	36.896386	41.939345	47.389266	37.841209	42.699413	47.476012	37.424035	42.461846	46.545608	37.815377	42.810822	45.966151	677.537774
18.779627	35.863534	41.060654	45.102152	48.022488	36.841691	41.882818	47.332967	37.786161	42.643222	47.420706	37.369466	42.405679	46.489655	37.760558	42.754930	45.910140	676.646822
18.804633	35.809170	41.004290	45.045507	47.966384	36.786997	41.826292	47.276669	37.731113	42.587031	47.365399	37.314897	42.349512	46.433702	37.705740	42.699037	45.854128	675.755869
18.829639	35.754807	40.947926	44.988863	47.910281	36.732303	41.769765	47.220370	37.676066	42.530839	47.310093	37.260328	42.293345	46.377749	37.650921	42.643144	45.798116	674.864916
18.854646	35.700818	40.891944	44.932558	47.854529	36.677944	41.713564	47.164462	37.621357	42.474965	47.255047	37.206029	42.237492	46.322084	37.596408	42.587486	45.742432	673.979121
18.879652	35.648895	40.838060	44.878114	47.800716	36.625435	41.659155	47.110709	37.568514	42.420839	47.201439	37.153218	42.183369	46.268006	37.543579	42.533119	45.688555	673.121723
18.904658	35.596972	40.784177	44.823670	47.746902	36.572926	41.604746	47.056955	37.515672	42.366713	47.147831	37.100406	42.129247	46.213928	37.490749	42.478752	45.634678	672.264326
18.929664	35.545049	40.730293	44.769227	47.693089	36.520417	41.550337	47.003202	37.462829	42.312587	47.094222	37.047595	42.075124	46.159850	37.437919	42.424385	45.580801	671.406927
18.954670	35.493126	40.676410	44.714783	47.639276	36.467907	41.495928	46.949448	37.409987	42.258461	47.040614	36.994783	42.021001	46.105772	37.385090	42.370017	45.526924	670.549528
18.979676	35.441203	40.622527	44.660340	47.585462	36.415398	41.441519	46.895695	37.357144	42.204335	46.987006	36.941972	41.966879	46.051694	37.332260	42.315650	45.473047	669.692129
19.004683	35.389280	40.568643	44.605896	47.531649	36.362888	41.387110	46.841941	37.304302	42.150208	46.933397	36.889160	41.912756	45.997615	37.279430	42.261282	45.419170	668.834729
19.029689	35.337357	40.514760	44.551453	47.477836	36.310379	41.332701	46.788187	37.251459	42.096082	46.879789	36.836348	41.858633	45.943537	37.226600	42.206915	45.365293	667.977329
19.054695	35.285434	40.460876	44.497009	47.424023	36.257869	41.278292	46.734433	37.198617	42.041956	46.826181	36.783537	41.804510	45.889459	37.173770	42.152547	45.311415	667.119928
19.079701	35.233511	40.406993	44.442566	47.370209	36.205360	41.223883	46.680680	37.145774	41.987830	46.772572	36.730725	41.750387	45.835381	37.120940	42.098179	45.257538	666.262526
19.104707	35.181541	40.353013	44.388025	47.316243	36.152847	41.169450	46.626803	37.092931	41.933650	46.718927	36.677962	41.696205	45.781156	37.068086	42.043777	45.203533	665.404148
19.129713	35.129318	40.298509	44.332956	47.261450	36.100318	41.114889	46.572264	37.040083	41.879184	46.665080	36.625466	41.641707	45.726143	37.015104	41.989188	45.148842	664.540500
19.154719	35.077095	40.244006	44.277888	47.206656	36.047789	41.060327	46.517725	36.987236	41.824717	46.611234	36.572969	41.587208	45.671129	36.962122	41.934599	45.094152	663.676850
19.179726	35.024872	40.189502	44.222819	47.151863	35.995259	41.005766	46.463185	36.934388	41.770251	46.557387	36.520472	41.532709	45.616116	36.909139	41.880010	45.039461	662.813200
19.204732	34.972648	40.134999	44.167751	47.097069	35.942730	40.951205	46.408646	36.881541	41.715784	46.503541	36.467975	41.478211	45.561102	36.856157	41.825421	44.984770	661.949550
19.229738	34.920425	40.080495	44.112682	47.042276	35.890201	40.896643	46.354106	36.828693	41.661317	46.449694	36.415479	41.423712	45.506089	36.803175	41.770833	44.930079	661.085899
19.254744	34.868202	40.025991	44.057614	46.987482	35.837671	40.842082	46.299567	36.775846	41.606851	46.395848	36.362982	41.369213	45.451075	36.750192	41.716243	44.875388	660.222247
19.279750	34.815979	39.971488	44.002545	46.932689	35.785142	40.787520	46.245027	36.722998	41.552384	46.342001	36.310485	41.314714	45.396062	36.697210	41.661654	44.820697	659.358596
19.304756	34.763756	39.916984	43.947477	46.877895	35.732613	40.732958	46.190488	36.670150	41.497918	46.288154	36.257988	41.260215	45.341048	36.644227	41.607065	44.766006	658.494943
19.329763	34.711533	39.862481	43.892408	46.823102	35.680083	40.678397	46.135948	36.617303	41.443451	46.234308	36.205491	41.205716	45.286034	36.591244	41.552476	44.711315	657.631290
19.354769	34.659164	39.807781	43.837040	46.768048	35.627383	40.623628	46.081222	36.564305	41.388820	46.180229	36.152817	41.151039	45.230871	36.538155	41.497749	44.656498	656.764749
19.379775	34.606020	39.752037	43.780081	46.711614	35.573776	40.567761	46.025504	36.510512	41.333318	46.124922	36.099202	41.095418	45.174917	36.484501	41.442290	44.601020	655.882893
19.404781	34.552877	39.696293	43.723121	46.655180	35.520169	40.511895	45.969787	36.456719	41.277816	46.069615	36.045587	41.039796	45.118963	36.430848	41.386830	44.545541	655.001037
19.429787	34.499734	39.640549	43.666162	46.598746	35.466561	40.456028	45.914069	36.402926	41.222315	46.014308	35.991972	40.984175	45.063009	36.377194	41.331371	44.490062	654.119180
19.454793	34.446590	39.584805	43.609203	46.542312	35.412954	40.400161	45.858351	36.349132	41.166813	45.959000	35.938357	40.928553	45.007055	36.323540	41.275912	44.434583	653.237322
19.479800	34.393447	39.529061	43.552243	46.485878	35.359347	40.344294	45.802634	36.295339	41.111311	45.903693	35.884742	40.872932	44.951101	36.269886	41.220452	44.379104	652.355464
19.504806	34.340304	39.473317	43.495284	46.429445	35.305739	40.288427	45.746916	36.241546	41.055809	45.848386	35.831127	40.817310	44.895147	36.216232	41.164993	44.323625	651.473606
19.529812	34.287160	39.417574	43.438324	46.373011	35.252132	40.232560	45.691198	36.187752	41.000307	45.793078	35.777512	40.761688	44.839193	36.162578	41.109533	44.268146	650.591747
19.554818	34.234017	39.361830	43.381365	46.316577	35.198524	40.176693	45.635481	36.133959	40.944805	45.737771	35.723896	40.706067	44.783238	36.108924	41.054074	44.212666	649.709888
19.579824	34.180874	39.306086	43.324406	46.260143	35.144917	40.120826	45.579763	36.080166	40.889303	45.682463	35.670281	40.650445	44.727284	36.055270	40.998614	44.157187	648.828028
19.604830	34.127682	39.250242	43.267395	46.203656	35.091233	40.064878	45.523860	36.026298	40.833691	45.627078	35.616615	40.594767	44.671220	36.001561	40.943051	44.101536	647.944764
19.629837	34.074239	39.193878	43.210121	46.146892	35.037154	40.008509	45.466990	35.972042	40.777503	45.571291	35.562685	40.538792	44.614581	35.947567	40.886951	44.044991	647.054184
19.654843	34.020795	39.137514	43.152847	46.090128	34.983074	39.952139	45.410120	35.917786	40.721316	45.515503	35.508754	40.482818	44.557942	35.893573	40.830850	43.988445	646.163604
19.679849	33.967352	39.081150	43.095573	46.033364	34.928994	39.895769	45.353249	35.863529	40.665128	45.459715	35.454824	40.426843	44.501303	35.839579	40.774750	43.931900	645.273023
19.704855	33.913908	39.024786	43.038299	45.976600	34.874914	39.839399	45.296379	35.809273	40.608941	45.403927	35.400893	40.370868	44.444664	35.785585	40.718649	43.875355	644.382442
19.729861	33.860465	38.968422	42.981024	45.919836	34.820834	39.783030	45.239509	35.755017	40.552753	45.348140	35.346963	40.314894	44.388025	35.731590	40.662549	43.818809	643.491860
19.754867	33.807022	38.912058	42.923750	45.863072	34.766755	39.726660	45.182639	35.700760	40.496566	45.292352	35.293032	40.258919	44.331386	35.677596	40.606448	43.762264	642.601277
19.779874	33.753578	38.855694	42.866476	45.806308	34.712675	39.670290	45.125768	35.646504	40.440378	45.236564	35.239101	40.202944	44.274747	35.623602	40.550347	43.705718	641.710694
19.804880	33.700135	38.799330	42.809202	45.749544	34.658595	39.613920	45.068898	35.592247	40.384190	45.180776	35.185171	40.146969	44.218108	35.569607	40.494246	43.649173	640.820110
19.829886	33.646691	38.742966	42.751927	45.692780	34.604515	39.557550	45.012027	35.537991	40.328003	45.124988	35.131240	40.090994	44.161469	35.515612	40.438145	43.592627	639.929526
19.854892	33.593397	38.686703	42.694756	45.636016	34.550565	39.501263	44.955285	35.483862	40.271901	45.069199	35.077415	40.035079	44.104941	35.461673	40.382148	43.536167	639.040371
19.879898	33.540864	38.630960	42.638112	45.579252	34.497277	39.445396	44.899195	35.430389	40.216236	45.013406	35.024129	39.979474	44.048986	35.408019	40.326687	43.480146	638.158527
19.904904	33.488330	38.575216	42.581468	45.522488	34.443990	39.389529	44.843105	35.376915	40.160571	44.957612	34.970843	39.923869	43.993031	35.354364	40.271226	43.424126	637.276682
19.929910	33.435797	38.519472	42.524824	45.465724	34.390702	39.333661	44.787015	35.323441	40.104907	44.901819	34.917556	39.868264	43.937076	35.300709	40.215764	43.368105	636.394837
19.954917	33.383264	38.463728	42.468180	45.408960	34.337415	39.277794	44.730925	35.269967	40.049242	44.846025	34.864270	39.812659	43.881121	35.247054	40.160303	43.312084	635.512991
19.979923	33.330731	38.407984	42.411536	45.352196	34.284127	39.221927	44.674835	35.216493	39.993577	44.790232	34.810984	39.757054	43.825166	35.193399	40.104842	43.256063	634.631145
20.004929	33.278198	38.352240	42.354892	45.295432	34.230839	39.166060	44.618745	35.163020	39.937912	44.734438	34.757697	39.701448	43.769211	35.139744	40.049380	43.200042	633.749298
20.029935	33.225665	38.296496	42.298248	45.238668	34.177551	39.110192	44.562655	35.109546	39.882247	44.678645	34.704411	39.645843	43.713256	35.086089	39.993918	43.144021	632.867451
20.054941	33.173131	38.240753	42.241604	45.181904	34.124264	39.054325	44.506565	35.056072	39.826582	44.622851	34.651124	39.590237	43.657301	35.032433	39.938457	43.088000	631.985602
20.079947	33.120598	38.185009	42.184959	45.125140	34.070976	38.998458	44.450475	35.002598	39.770917	44.567058	34.597837	39.534632	43.601345	34.978778	39.882995	43.031979	631.103754
20.104954	33.068394	38.129574	42.128525	45.068649	34.018018	38.942940	44.394642	34.949435	39.715591	44.511626	34.544866	39.479301	43.545624	34.925482	39.827787	42.976267	630.226722
20.129960	33.017845	38.075690	42.073141	45.013525	33.966719	38.889181	44.340102	34.897837	39.661971	44.458012	34.493475	39.425353	43.491079	34.873995	39.773855	42.922109	629.373889
20.154966	32.967296	38.021807	42.017757	44.958401	33.915420	38.835422	44.285562	34.846239	39.608351	44.404398	34.442085	39.371404	43.436534	34.822507	39.719924	42.867951	628.521057
20.179972	32.916746	37.967924	41.962373	44.903278	33.864121	38.781662	44.231022	34.794640	39.554730	44.350784	34.390695	39.317456	43.381989	34.771019	39.665992	42.813793	627.668224
20.204978	32.866197	37.914040	41.906990	44.848154	33.812821	38.727903	44.176481	34.743042	39.501110	44.297170	34.339305	39.263507	43.327444	34.719531	39.612060	42.759635	626.815390
20.229984	32.815648	37.860157	41.851606	44.793031	33.761522	38.674144	44.121941	34.691444	39.447490	44.243556	34.287914	39.209559	43.272899	34.668043	39.558128	42.705477	625.962557
20.254991	32.765098	37.806273	41.796222	44.737907	33.710223	38.620385	44.067401	34.639845	39.393869	44.189943	34.236524	39.155610	43.218354	34.616555	39.504195	42.651319	625.109723
20.279997	32.714549	37.752390	41.740838	44.682783	33.658924	38.566625	44.012860	34.588247	39.340249	44.136329	34.185134	39.101661	43.163808	34.565067	39.450263	42.597161	624.256888
20.305003	32.664000	37.698507	41.685454	44.627660	33.607624	38.512866	43.958320	34.536648	39.286629	44.082715	34.133743	39.047713	43.109263	34.513578	39.396331	42.543003	623.404054
20.330009	32.613451	37.644623	41.630071	44.572536	33.556325	38.459107	43.903779	34.485050	39.233008	44.029101	34.082353	38.993764	43.054718	34.462090	39.342398	42.488845	622.551219
20.355015	32.563521	37.591367	41.575269	44.517965	33.505627	38.405925	43.849826	34.433980	39.179970	43.976024	34.031553	38.940497	43.000762	34.411138	39.289119	42.435273	621.707817
20.380021	32.516645	37.541204	41.523342	44.466123	33.457895	38.355594	43.798769	34.385522	39.129806	43.925597	33.983668	38.890594	42.949717	34.362833	39.239063	42.384597	620.910970
20.405028	32.469770	37.491042	41.471414	44.414280	33.410163	38.305262	43.747713	34.337064	39.079642	43.875169	33.935783	38.840691	42.898672	34.314528	39.189007	42.333921	620.114122
20.430034	32.422895	37.440879	41.419486	44.362437	33.362432	38.254931	43.696657	34.288606	39.029478	43.824742	33.887899	38.790788	42.847627	34.266223	39.138951	42.283245	619.317275
20.455040	32.376020	37.390717	41.367558	44.310594	33.314700	38.204599	43.645601	34.240147	38.979313	43.774314	33.840014	38.740885	42.796582	34.217918	39.088895	42.232569	618.520427
20.480046	32.329145	37.340554	41.315631	44.258752	33.266968	38.154268	43.594544	34.191689	38.929149	43.723887	33.792129	38.690982	42.745537	34.169613	39.038839	42.181892	617.723578
20.505052	32.282270	37.290392	41.263703	44.206909	33.219236	38.103936	43.543488	34.143231	38.878985	43.673459	33.744244	38.641078	42.694492	34.121308	38.988783	42.131216	616.926729
20.530058	32.235394	37.240229	41.211775	44.155066	33.171504	38.053605	43.492432	34.094772	38.828820	43.623032	33.696359	38.591175	42.643447	34.073002	38.938727	42.080539	616.129880
20.555065	32.188519	37.190067	41.159848	44.103223	33.123772	38.003273	43.441376	34.046314	38.778656	43.572604	33.648474	38.541272	42.592402	34.024697	38.888671	42.029863	615.333030
20.580071	32.141644	37.139904	41.107920	44.051381	33.076040	37.952941	43.390320	33.997855	38.728491	43.522176	33.600589	38.491369	42.541357	33.976391	38.838615	41.979186	614.536179
20.605077	32.095108	37.090111	41.056423	43.999931	33.028650	37.902944	43.339532	33.949772	38.678648	43.472080	33.553058	38.441751	42.490636	33.928485	38.788858	41.928782	613.744770
20.630083	32.050216	37.042109	41.007016	43.950389	32.982917	37.854568	43.290043	33.903510	38.630367	43.423593	33.507245	38.393516	42.441487	33.882515	38.740556	41.879701	612.979747
