Patient Name: FANTOMARW3, 
Patient ID: 15072016
Plan: Perf Fot Eq4
Course: C1
Date: Thursday, July 21, 2016 6:33:23 PM
Exported by: laldrovandi

Start: (-25.01, 10.00, 0.00)
End:   (25.00, 10.00, 0.00)

	10x10	40x40	10x10w15	30x30w15	10x10w30	30x30w30	10x10w45	20x20w45	10x10w60	15x15w60	Total
0.975188	0.000000	9.062564	0.000000	4.917391	0.000000	6.370234	0.000000	2.263966	0.000000	0.000000	22.614155
1.000193	0.000000	9.107825	0.000000	4.932730	0.000000	6.388474	0.000000	2.269875	0.000000	0.000000	22.698903
1.025198	0.000000	9.153085	0.000000	4.948068	0.000000	6.406714	0.000000	2.275783	0.000000	0.000000	22.783650
1.050203	0.000000	9.198346	0.000000	4.963407	0.000000	6.424954	0.000000	2.281691	0.000000	0.000000	22.868398
1.075207	0.000000	9.243607	0.000000	4.978746	0.000000	6.443195	0.000000	2.287599	0.000000	0.000000	22.953146
1.100212	0.000000	9.288868	0.000000	4.994084	0.000000	6.461435	0.000000	2.293507	0.000000	0.000000	23.037893
1.125217	0.000000	9.334128	0.000000	5.009423	0.000000	6.479675	0.000000	2.299415	0.000000	0.000000	23.122641
1.150222	0.000000	9.383727	0.000000	5.025375	0.000000	6.498668	0.000000	2.305344	0.000000	0.000000	23.213114
1.175227	0.000000	9.434390	0.000000	5.041478	0.000000	6.517845	0.000000	2.311278	0.000000	0.000000	23.304991
1.200231	0.000000	9.485053	0.000000	5.057580	0.000000	6.537022	0.000000	2.317212	0.000000	0.000000	23.396868
1.225236	0.000000	9.535716	0.000000	5.073683	0.000000	6.556199	0.000000	2.323147	0.000000	0.000000	23.488745
1.250241	0.000000	9.586379	0.000000	5.089786	0.000000	6.575375	0.000000	2.329081	0.000000	0.000000	23.580622
1.275246	0.000000	9.637042	0.000000	5.105889	0.000000	6.594552	0.000000	2.335015	0.000000	0.000000	23.672499
1.300251	0.000000	9.687705	0.000000	5.121991	0.000000	6.613729	0.000000	2.340949	0.000000	0.000000	23.764376
1.325256	0.000000	9.738369	0.000000	5.138094	0.000000	6.632906	0.000000	2.346884	0.000000	0.000000	23.856253
1.350260	0.000000	9.789032	0.000000	5.154197	0.000000	6.652083	0.000000	2.352818	0.000000	0.000000	23.948129
1.375265	0.000000	9.839695	0.000000	5.170300	0.000000	6.671260	0.000000	2.358752	0.000000	0.000000	24.040006
1.400270	0.000000	9.896684	0.000000	5.186695	0.000000	6.690827	0.000000	2.364669	0.000000	0.000000	24.138876
1.425275	0.000000	9.955206	0.000000	5.203161	0.000000	6.710489	0.000000	2.370583	0.000000	0.000000	24.239439
1.450280	0.000000	10.013727	0.000000	5.219627	0.000000	6.730151	0.000000	2.376496	0.000000	0.000000	24.340002
