Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:42:33 PM
Exported by: paberbuj

Start: (-29.79, -27.56, -29.57)
End:   (30.02, -27.56, 29.79)

	Campo 1
-16.442458	156.536649
-16.417452	156.523637
-16.392447	156.510625
-16.367441	156.497612
-16.342436	156.484600
-16.317431	156.471588
-16.292425	156.458576
-16.267420	156.445564
-16.242414	156.432552
-16.217409	156.419540
-16.192404	156.406490
-16.167398	156.393429
-16.142393	156.380454
-16.117387	156.366960
-16.092382	156.353595
-16.067376	156.340358
-16.042371	156.327250
-16.017366	156.314271
-15.992360	156.301421
-15.967355	156.288699
-15.942349	156.276106
-15.917344	156.263642
-15.892339	156.251306
-15.867333	156.239099
-15.842328	156.227026
-15.817322	156.215229
-15.792317	156.203765
-15.767312	156.191994
-15.742306	156.180415
-15.717301	156.169098
-15.692295	156.158044
-15.667290	156.147252
-15.642285	156.136723
-15.617279	156.126457
-15.592274	156.116453
-15.567268	156.106712
-15.542263	156.097233
-15.517257	156.088017
-15.492252	156.079032
-15.467247	156.070094
-15.442241	156.061589
-15.417236	156.053440
-15.392230	156.045710
-15.367225	156.038434
-15.342220	156.031612
-15.317214	156.025245
-15.292209	156.019331
-15.267203	156.013871
-15.242198	156.008866
-15.217193	156.004314
-15.192187	156.000217
-15.167182	155.996573
-15.142176	155.993379
-15.117171	155.989847
-15.092166	155.986755
-15.067160	155.983916
-15.042155	155.981258
-15.017149	155.978934
-14.992144	155.976944
-14.967139	155.975288
-14.942133	155.973966
-14.917128	155.972978
-14.892122	155.972324
-14.867117	155.972004
-14.842111	155.972018
-14.817106	155.972366
-14.792101	155.973048
-14.767095	155.973372
-14.742090	155.973908
-14.717084	155.974026
-14.692079	155.972833
-14.667074	155.971760
-14.642068	155.970806
-14.617063	155.969972
-14.592057	155.969258
-14.567052	155.968663
-14.542047	155.968188
-14.517041	155.967833
-14.492036	155.967597
-14.467030	155.967481
-14.442025	155.967485
-14.417020	155.963275
-14.392014	155.958181
-14.367009	155.952357
-14.342003	155.941591
-14.316998	155.930760
-14.291992	155.919866
-14.266987	155.908907
-14.241982	155.897883
-14.216976	155.886796
-14.191971	155.875644
-14.166965	155.864429
-14.141960	155.853149
-14.116955	155.841805
-14.091949	155.830396
-14.066944	155.814667
-14.041938	155.797525
-14.016933	155.780412
-13.991928	155.759784
-13.966922	155.739101
-13.941917	155.718632
-13.916911	155.698376
-13.891906	155.678334
-13.866901	155.658504
-13.841895	155.638888
-13.816890	155.619485
-13.791884	155.600296
-13.766879	155.581319
-13.741873	155.562556
-13.716868	155.543795
-13.691863	155.525265
-13.666857	155.507096
-13.641852	155.488925
-13.616846	155.471035
-13.591841	155.453564
-13.566836	155.436512
-13.541830	155.419878
-13.516825	155.403662
-13.491819	155.387865
-13.466814	155.372487
-13.441809	155.357527
-13.416803	155.342986
-13.391798	155.328863
-13.366792	155.315067
-13.341787	155.301661
-13.316782	155.288724
-13.291776	155.276385
-13.266771	155.264572
-13.241765	155.253164
-13.216760	155.242159
-13.191755	155.231558
-13.166749	155.221362
-13.141744	155.211570
-13.116738	155.202181
-13.091733	155.193197
-13.066727	155.184616
-13.041722	155.176440
-13.016717	155.168694
-12.991711	155.161353
-12.966706	155.154381
-12.941700	155.147547
-12.916695	155.140632
-12.891690	155.134051
-12.866684	155.127803
-12.841679	155.121889
-12.816673	155.116309
-12.791668	155.111062
-12.766663	155.106149
-12.741657	155.101570
-12.716652	155.097324
-12.691646	155.093412
-12.666641	155.089444
-12.641636	155.085237
-12.616630	155.081364
-12.591625	155.077557
-12.566619	155.072620
-12.541614	155.067916
-12.516608	155.063446
-12.491603	155.059211
-12.466598	155.055209
-12.441592	155.051441
-12.416587	155.047907
-12.391581	155.044607
-12.366576	155.041541
-12.341571	155.038708
-12.316565	155.034712
-12.291560	155.027881
-12.266554	155.021150
-12.241549	155.014519
-12.216544	155.003305
-12.191538	154.992008
-12.166533	154.980789
-12.141527	154.969648
-12.116522	154.958585
-12.091517	154.947599
-12.066511	154.936692
-12.041506	154.925863
-12.016500	154.915112
-11.991495	154.904439
-11.966489	154.892832
-11.941484	154.878061
-11.916479	154.863488
